;Volume;ano;cvm;empresa_descr
0;31.092.222;2012;17558;INNCORP S.A
0;1.931.308;2012;17639;TIM PARTICIPACOES S.A
0;1.023.367;2012;17671;TELEF
0;174.583;2012;17892;SANTOS BRASIL PARTICIPACOES S.A
0;2.266.727;2012;17914;MMX MINER
0;2;2012;17922;BRAZILIAN FINANCE E REAL ESTATE S.A
0;31.092.222;2012;17930;RUMO MALHA PAULISTA S.A
0;250.058;2012;17973;KROTON EDUCACIONAL S.A
0;31.092.222;2012;18376;CTEEP - CIA TRANSMISS
0;40.925;2012;18414;IDEIASNET
0;837.5319999999999;2012;18465;ULTRAPAR
0;768.8380000000001;2012;18660;CPFL ENERGIA S.A
0;174;2012;18708;CIA PARTICIPACOES ALIANCA DA BAHIA
0;31.092.222;2012;18724;BRADESPAR
0;31.092.222;2012;18775;INVEPAR
0;2.463.431;2012;18821;CCR S.A
0;31.092.222;2012;18953;CPFL GERACAO
0;31.092.222;2012;18970;AES TIETE E
0;31.092.222;2012;19062;ANDRADE GUTIERREZ PARTICIPACOES S.A
0;31.092.222;2012;19100;LIQ PARTICIPA
0;426;2012;19305;BIOMM
0;25.826;2012;19330;TPI - TRIUNFO PARTICIP. E INVEST. S.A
0;31.092.222;2012;19348;ITAU UNIBANCO HOLDING S.A
0;31.092.222;2012;19437;ANDRADE GUTIERREZ CONCESSOES S.A
0;31.092.222;2012;19445;COPASA
0;31.092.222;2012;19453;ECORODOVIAS INFRAESTRUTURA E LOGSTICA S.A
0;1.239.574;2012;19550;NATURA
0;31.092.222;2012;19569;GOL LINHAS AEREAS INTELIGENTES S.A
0;138.329;2012;19615;GRENDENE
0;1.237.279;2012;19623;DASA
0;31.092.222;2012;19658;POMIFRUTAS
0;969.3430000000001;2012;19739;LOCALIZA
0;1.181.917;2012;19763;EDP - ENERGIAS DO BRASIL S.A
0;671.6610000000001;2012;19879;LIGHT S.A
0;1.884.634;2012;19909;BR MALLS PARTICIPACOES S.A
0;950.557;2012;19925;BR PROPERTIES S.A
0;31.092.222;2012;19992;TOTVS
0;158.764;2012;20010;EQUATORIAL
0;193.68599999999998;2012;20028;VALID SOLUCOES S.A
0;79.532;2012;20060;LUPATECH
0;31.092.222;2012;20087;EMBRAER
0;615.893;2012;20125;ODONTOPREV
0;31.092.222;2012;20184;CCX CARV
0;61.787;2012;20257;TRANSMISSORA ALIAN
0;31.092.222;2012;20320;CEMIG GERACAO E TRANSMISSAO S.A
0;31.092.222;2012;20338;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS
0;18.391;2012;20346;PROFARMA
0;31.092.222;2012;20354;TERRA SANTA AGRO S.A
0;160.049;2012;20362;POSITIVO TEC
0;118.073;2012;20370;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A
0;495.728;2012;20435;TECNISA
0;12.957;2012;20451;RNI NEG
0;5.279.660;2012;20478;PDG REALT
0;239.821;2012;20494;IGUATEMI
0;1.165.135;2012;20524;EVEN CONSTRUTORA E INCORPORADORA S.A
0;1.595.438;2012;20532;BCO SANTANDER (BRASIL) S.A
0;31.092.222;2012;20540;CPFL ENERGIAS RENOV
0;31.092.222;2012;20567;PINE
0;31.092.222;2012;20575;JBS
0;31.092.222;2012;20605;JHSF PART
0;14.702;2012;20613;METALFRIO
0;39.768;2012;20621;FERTILIZANTES HERINGER S.A
0;31.092.222;2012;20630;CR2
0;31.092.222;2012;20702;VIVER
0;21.12;2012;20710;LOG-IN
0;167.227;2012;20745;SLC AGRICOLA
0;31.092.222;2012;20770;EZ TEC EMPREEND. E PARTICIPACOES S.A
0;1.148.533;2012;20788;MARFRIG
0;59.427;2012;20800;TEGMA
0;168.96900000000002;2012;20877;HELBOR
0;3.053;2012;20885;INDUSVAL
0;2.824.540;2012;20915;MRV
0;247.162;2012;20931;MINERVA
0;146.89;2012;20958;ABC BRASIL
0;2.7439999999999998;2012;20966;SPRINGS
0;366.08099999999996;2012;20982;MULTIPLAN
0;687.1560000000001;2012;20990;B2W - COMPANHIA DIGITAL
0;39.789;2012;21008;GENERAL SHOPPING E OUTLETS DO BRASIL S.A
0;31.092.222;2012;2100;CAMBUCI
0;31.092.222;2012;21016;ESTACIO PART
0;31.092.222;2012;21032;ALGAR TELECOM S
0;5.874;2012;21040;CYRELA COMMERCIAL PROPERT S.A. EMPR PART
0;31.092.222;2012;21091;DURATEX S.A
0;31.092.222;2012;21121;SUL AMERICA S.A
0;11.752;2012;21130;TRISUL
0;31.092.222;2012;21156;J. MACEDO S.A
0;612.955;2012;21180;BRASIL BROKERS PARTICIPACOES S.A
0;31.092.222;2012;21199;BCO PAN S.A
0;31.092.222;2012;21237;ENEVA S.A
0;204.71200000000002;2012;21300;ALIANSCE
0;31.092.222;2012;21334;NUTRIPLANT
0;547.4;2012;21342;OSX BRASIL
0;68.315;2012;21350;DIRECIONAL
0;31.092.222;2012;21393;CELGPAR
0;2.465.511;2012;21431;HYPERA
0;31.092.222;2012;21555;UNIDAS S.A
0;4.958.998;2012;21610;B3 S.A. - BRASIL
0;2.218;2012;21636;RENOVA ENERGIA S.A
0;5.327000000000001;2012;21717;TARPON INV
0;31.092.222;2012;21725;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A
0;1.650.931;2012;21733;CIELO
0;31.092.222;2012;21881;FLEURY
0;31.092.222;2012;21903;ECORODOVIAS CONCES
0;82.31;2012;22020;JSL
0;192.923;2012;22055;MARISA LOJAS S.A
0;31.092.222;2012;22187;PETRO RIO S.A
0;31.092.222;2012;22217;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A
0;132.174;2012;22349;AREZZO IND
0;59.032;2012;22357;SONAE SIERRA BRASIL S.A
0;31.092.222;2012;22365;ENAUTA PART
0;46.184;2012;22454;T4F ENTRETENIMENTO S.A
0;336.772;2012;22470;MAGAZINE LUIZA S.A
0;309.246;2012;22497;QUALICORP
0;7.466;2012;22500;BRASIL PHARMA S.A
0;38.82;2012;22519;TECHNOS S.A
0;31.092.222;2012;22551;SOMOS EDUCA
0;31.092.222;2012;22594;STATKRAFT
0;31.092.222;2012;22616;BCO BTG PACTUAL S.A
0;21.298000000000002;2012;22691;CIA LOCA
0;31.092.222;2012;22799;SINQIA
0;2.049;2012;2429;CELULOSE IRANI S.A
0;2.042.127;2012;2437;ELETROBRAS
0;1.834.098;2012;2453;CIA ENERGETICA DE MINAS GERAIS - CEMIG
0;13.418;2012;2461;CENTRAIS ELET DE SANTA CATARINA S.A
0;46.394;2012;3069;FERBASA
0;31.092.222;2012;3077;CEDRO
0;180;2012;3115;CIA SEGUROS ALIANCA DA BAHIA
0;3.7239999999999998;2012;3158;COTEMINAS
0;31.092.222;2012;3190;REDE ENERGIA
0;1.3630000000000002;2012;3298;HABITASUL
0;31.092.222;2012;3395;CIA INDUSTRIAL CATAGUASES
0;31.092.222;2012;3654;CIA MELHORAMENTOS DE SAO PAULO
0;3.497.174;2012;3980;GERDAU S.A
0;2.340.146;2012;4030;CIA SIDERURGICA NACIONAL
0;809;2012;4081;SANTANENSE
0;1.4180000000000001;2012;4146;KARSTEN
0;31.092.222;2012;4170;VALE S.A
0;2.575;2012;4537;GRAZZIOTIN
0;16.444000000000003;2012;4669;GUARARAPES CONFECCOES S.A
0;31.092.222;2012;4707;CONSORCIO ALFA DE ADMINISTRACAO S.A
0;42;2012;4723;CONSTRUTORA ADOLPHO LINDENBERG S.A
0;1.303.828;2012;4820;BRASKEM
0;42;2012;4863;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA
0;31.092.222;2012;5207;DOHLER
0;31.092.222;2012;5258;RAIA DROGASIL S.A
0;31.092.222;2012;5312;MUNDIAL S.A. - PRODUTOS DE CONSUMO
0;268.686;2012;5410;WEG S.A
0;74.91199999999999;2012;5762;ETERNIT
0;16.133;2012;5770;EUCATEX
0;46.063;2012;6173;TAURUS ARMAS S.A
0;6.93;2012;6211;FRAS-LE S.A
0;2.461;2012;6343;TUPY
0;31.092.222;2012;6505;VIA VAREJO S.A
0;2.2430000000000003;2012;6700;HOTEIS OTHON
0;20.593000000000004;2012;6815;IGB ELETR
0;211;2012;701;BAHEMA S.A
0;17.026;2012;7510;INDUSTRIAS ROMI S.A
0;823;2012;7544;TEXTIL RENAUXVIEW S.A
0;54.495;2012;7595;INEPAR S.A. INDUSTRIA E CONSTRUCOES
0;31.092.222;2012;7617;ITAUSA
0;31.092.222;2012;7811;JOAO FORTES
0;22.764;2012;7870;KEPLER WEBER
0;37.139;2012;80020;GP INVEST
0;4.865;2012;80047;WILSON SONS
0;31.092.222;2012;80063;PATAGONIA
0;31.092.222;2012;80152;PPLA
0;31.092.222;2012;8087;LOJAS AMERIC
0;976.903;2012;8133;LOJAS RENNER
0;31.092.222;2012;8192;TREVISA
0;1.285;2012;8397;MANGELS INDUSTRIAL S.A
0;5.07;2012;8427;ESTRELA
0;699.916;2012;8451;MARCOPOLO S.A
0;116.7;2012;8575;METAL LEVE
0;1.104.919;2012;8656;METALURGICA GERDAU S.A
0;31.092.222;2012;8672;JEREISSATI PARTICIPACOES S.A
0;268;2012;8753;METISA
0;31.092.222;2012;8893;MONTEIRO ARANHA S.A
0;31.092.222;2012;9040;NADIR FIGUEI
0;31.092.222;2012;9067;SUZANO HOLD
0;31.092.222;2012;906;BCO BRADESCO S.A
0;1.955;2012;9342;DIMED
0;231.26;2012;9393;PARANAPANEMA S.A
0;31.092.222;2012;94;PANATLANTICA
0;31.092.222;2012;9512;PETROLEO BRASILEIRO S.A. PETROBRAS
0;31.092.222;2012;9954;ALFA HOLDING
0;31.092.222;2012;9989;REFINARIA DE PETROLEOS MANGUINHOS S.A
0;4.152.649;2013;1023;BCO BRASIL S.A
0;188.976.682;2013;10456;ALPARGATAS
0;74.998;2013;10472;SARAIVA LIVR
0;523;2013;10880;SONDOTECNICA
0;2.182;2013;10960;SPRINGER
0;188.976.682;2013;11070;WLM PART. E
0;5.721;2013;11207;TECNOSOLO
0;7.443;2013;11223;TEKA
0;137;2013;11231;TEKNO
0;4.327.988;2013;11312;OI S.A
0;188.976.682;2013;11398;CRISTAL PIGMENTOS DO BRASIL S.A
0;4.635;2013;1155;BANESTES S.A. - BCO EST ESPIRITO SANTO
0;188.976.682;2013;11762;VULCABRAS
0;344.1;2013;11932;IOCHPE MAXION S.A
0;188.976.682;2013;11975;AZEVEDO
0;4.643;2013;11991;WETZEL S.A
0;188.976.682;2013;1210;BCO ESTADO DO RIO GRANDE DO SUL S.A
0;645;2013;12190;BOMBRIL S.A
0;134;2013;12530;ITAUTEC
0;8.367;2013;12572;RECRUSUL
0;188.976.682;2013;12653;KLABIN S.A
0;4.33;2013;12696;SANSUY S.A. INDUSTRIA DE PLASTICOS
0;10;2013;12823;ALIPERTI
0;188.976.682;2013;1325;BCO MERCANTIL DO BRASIL S.A
0;188.976.682;2013;13285;JOSAPAR
0;5.732;2013;13366;HAGA S.A. INDUSTRIA E COMERCIO
0;19.762999999999998;2013;13471;PLASCAR PARTICIPACOES INDUSTRIAIS S.A
0;9.774;2013;13765;MINUPAR
0;33.244;2013;13773;PBG
0;22.697;2013;13781;SAO CARLOS
0;1.538;2013;1384;BCO ALFA DE INVESTIMENTO S.A
0;188.976.682;2013;13986;SUZANO S.A
0;188.976.682;2013;14109;RANDON S.A. IMPLEMENTOS E PARTICIPACOES
0;21.621;2013;14133;TEC TOY S.A
0;188.976.682;2013;14206;BRB BCO DE BRASILIA S.A
0;690.318;2013;14311;COPEL
0;3.972.967;2013;14320;USIMINAS
0;5.649;2013;14346;WHIRLPOOL
0;563;2013;14451;CIA ENERGETICA DE BRASILIA
0;2.210.554;2013;14460;CYRELA BRAZIL REALTY S.A.EMPREEND E PART
0;5.058;2013;14664;SCHULZ
0;1.420.316;2013;14761;CIA HERING
0;188.976.682;2013;14826;CIA BRASILEIRA DE DISTRIBUICAO
0;188.976.682;2013;15091;LITEL
0;1.2109999999999999;2013;1520;BARDELLA
0;1.685;2013;15253;ENERGISA S.A
0;1;2013;15369;FERROVIA CENTRO-ATLANTICA S.A
0;3.0589999999999997;2013;15458;BATTISTELLA
0;188.976.682;2013;15539;NEOENERGIA S.A
0;188.976.682;2013;1562;BAUMER
0;2.436.306;2013;16101;GAFISA S.A
0;1.727.714;2013;16292;BRF S.A
0;2.631.391;2013;16306;ROSSI RESID
0;188.976.682;2013;16497;ENCORPAR
0;188.976.682;2013;16632;GPC PART
0;188.976.682;2013;16659;PORTO SEGURO S.A
0;310;2013;1694;BICICLETAS MONARK S.A
0;444;2013;16993;EMAE
0;188.976.682;2013;17329;ENGIE BRASIL
0;188.976.682;2013;17450;RUMO S.A
0;188.976.682;2013;17493;CAPITALPART
0;188.976.682;2013;17558;INNCORP S.A
0;188.976.682;2013;17639;TIM PARTICIPACOES S.A
0;1.239.339;2013;17671;TELEF
0;227.31099999999998;2013;17892;SANTOS BRASIL PARTICIPACOES S.A
0;188.976.682;2013;17914;MMX MINER
0;188.976.682;2013;17922;BRAZILIAN FINANCE E REAL ESTATE S.A
0;1.405.801;2013;17973;KROTON EDUCACIONAL S.A
0;188.976.682;2013;18376;CTEEP - CIA TRANSMISS
0;86.844;2013;18414;IDEIASNET
0;1.102.415;2013;18465;ULTRAPAR
0;1.055.484;2013;18660;CPFL ENERGIA S.A
0;206;2013;18708;CIA PARTICIPACOES ALIANCA DA BAHIA
0;1.343.289;2013;18724;BRADESPAR
0;188.976.682;2013;18775;INVEPAR
0;2.696.436;2013;18821;CCR S.A
0;188.976.682;2013;18953;CPFL GERACAO
0;188.976.682;2013;18970;AES TIETE E
0;188.976.682;2013;19062;ANDRADE GUTIERREZ PARTICIPACOES S.A
0;188.976.682;2013;19100;LIQ PARTICIPA
0;188.976.682;2013;19305;BIOMM
0;124.025;2013;19330;TPI - TRIUNFO PARTICIP. E INVEST. S.A
0;5.855.446;2013;19348;ITAU UNIBANCO HOLDING S.A
0;188.976.682;2013;19437;ANDRADE GUTIERREZ CONCESSOES S.A
0;404.349;2013;19445;COPASA
0;188.976.682;2013;19453;ECORODOVIAS INFRAESTRUTURA E LOGSTICA S.A
0;1.478.865;2013;19550;NATURA
0;1.356.016;2013;19569;GOL LINHAS AEREAS INTELIGENTES S.A
0;408.01300000000003;2013;19615;GRENDENE
0;1.338.216;2013;19623;DASA
0;188.976.682;2013;19658;POMIFRUTAS
0;1.083.605;2013;19739;LOCALIZA
0;1.495.781;2013;19763;EDP - ENERGIAS DO BRASIL S.A
0;1.063.374;2013;19836;COSAN S.A
0;797.222;2013;19879;LIGHT S.A
0;2.532.711;2013;19909;BR MALLS PARTICIPACOES S.A
0;1.676.510;2013;19925;BR PROPERTIES S.A
0;476.25;2013;19992;TOTVS
0;188.976.682;2013;20010;EQUATORIAL
0;292.86;2013;20028;VALID SOLUCOES S.A
0;100.165;2013;20060;LUPATECH
0;1.598.910;2013;20087;EMBRAER
0;953.2860000000001;2013;20125;ODONTOPREV
0;188.976.682;2013;20184;CCX CARV
0;480.54699999999997;2013;20257;TRANSMISSORA ALIAN
0;188.976.682;2013;20338;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS
0;53.975;2013;20346;PROFARMA
0;188.976.682;2013;20354;TERRA SANTA AGRO S.A
0;129.641;2013;20362;POSITIVO TEC
0;188.976.682;2013;20370;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A
0;575.1469999999999;2013;20435;TECNISA
0;46.271;2013;20451;RNI NEG
0;3.623.270;2013;20478;PDG REALT
0;188.976.682;2013;20494;IGUATEMI
0;1.401.355;2013;20524;EVEN CONSTRUTORA E INCORPORADORA S.A
0;188.976.682;2013;20532;BCO SANTANDER (BRASIL) S.A
0;188.976.682;2013;20540;CPFL ENERGIAS RENOV
0;188.976.682;2013;20567;PINE
0;2.308.383;2013;20575;JBS
0;471.348;2013;20605;JHSF PART
0;4.595;2013;20613;METALFRIO
0;2.039;2013;20630;CR2
0;52.518;2013;20702;VIVER
0;30.621;2013;20710;LOG-IN
0;188.976.682;2013;20745;SLC AGRICOLA
0;188.976.682;2013;20770;EZ TEC EMPREEND. E PARTICIPACOES S.A
0;1.623.255;2013;20788;MARFRIG
0;176.87400000000002;2013;20800;TEGMA
0;267.026;2013;20877;HELBOR
0;2.38;2013;20885;INDUSVAL
0;2.732.930;2013;20915;MRV
0;693.805;2013;20931;MINERVA
0;200.572;2013;20958;ABC BRASIL
0;188.976.682;2013;20966;SPRINGS
0;499.75;2013;20982;MULTIPLAN
0;188.976.682;2013;20990;B2W - COMPANHIA DIGITAL
0;30.18;2013;21008;GENERAL SHOPPING E OUTLETS DO BRASIL S.A
0;866;2013;2100;CAMBUCI
0;1.246.565;2013;21016;ESTACIO PART
0;188.976.682;2013;21032;ALGAR TELECOM S
0;5.577000000000001;2013;21040;CYRELA COMMERCIAL PROPERT S.A. EMPR PART
0;1.257.099;2013;21091;DURATEX S.A
0;622.746;2013;21121;SUL AMERICA S.A
0;12.193;2013;21130;TRISUL
0;188.976.682;2013;21156;J. MACEDO S.A
0;188.976.682;2013;21180;BRASIL BROKERS PARTICIPACOES S.A
0;188.976.682;2013;21199;BCO PAN S.A
0;188.976.682;2013;21237;ENEVA S.A
0;188.976.682;2013;21300;ALIANSCE
0;188.976.682;2013;21334;NUTRIPLANT
0;188.976.682;2013;21342;OSX BRASIL
0;453.63;2013;21350;DIRECIONAL
0;188.976.682;2013;21393;CELGPAR
0;2.425.274;2013;21431;HYPERA
0;113.485;2013;21490;ALUPAR
0;188.976.682;2013;21555;UNIDAS S.A
0;4.901.722;2013;21610;B3 S.A. - BRASIL
0;1.966;2013;21636;RENOVA ENERGIA S.A
0;4.475;2013;21717;TARPON INV
0;188.976.682;2013;21725;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A
0;1.673.911;2013;21733;CIELO
0;277.225;2013;21881;FLEURY
0;188.976.682;2013;21903;ECORODOVIAS CONCES
0;137.611;2013;22020;JSL
0;359.815;2013;22055;MARISA LOJAS S.A
0;188.976.682;2013;22187;PETRO RIO S.A
0;188.976.682;2013;22217;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A
0;221.955;2013;22349;AREZZO IND
0;96.488;2013;22357;SONAE SIERRA BRASIL S.A
0;188.976.682;2013;22365;ENAUTA PART
0;78.288;2013;22454;T4F ENTRETENIMENTO S.A
0;188.976.682;2013;22470;MAGAZINE LUIZA S.A
0;853.8760000000001;2013;22497;QUALICORP
0;188.976.682;2013;22500;BRASIL PHARMA S.A
0;83.69;2013;22519;TECHNOS S.A
0;188.976.682;2013;22551;SOMOS EDUCA
0;188.976.682;2013;22594;STATKRAFT
0;188.976.682;2013;22616;BCO BTG PACTUAL S.A
0;50.81;2013;22691;CIA LOCA
0;103.95700000000001;2013;22780;UNICASA
0;188.976.682;2013;22799;SINQIA
0;188.976.682;2013;22942;MGI - MINAS GERAIS PARTICIPA
0;77.926;2013;23035;LINX
0;188.976.682;2013;23159;BB SEGURIDADE PARTICIPA
0;188.976.682;2013;23175;IGUA SANEAMENTO S.A
0;49.113;2013;23221;SER EDUCA
0;33.621;2013;23248;ANIMA HOLDING S.A
0;538.508;2013;23264;AMBEV S.A
0;16.02;2013;23310;CVC BRASIL
0;743;2013;2429;CELULOSE IRANI S.A
0;2.707.481;2013;2437;ELETROBRAS
0;2.446.799;2013;2453;CIA ENERGETICA DE MINAS GERAIS - CEMIG
0;13.440999999999999;2013;2461;CENTRAIS ELET DE SANTA CATARINA S.A
0;30.953000000000003;2013;3069;FERBASA
0;188.976.682;2013;3077;CEDRO
0;146;2013;3115;CIA SEGUROS ALIANCA DA BAHIA
0;188.976.682;2013;3158;COTEMINAS
0;188.976.682;2013;3190;REDE ENERGIA
0;188.976.682;2013;3298;HABITASUL
0;188.976.682;2013;3395;CIA INDUSTRIAL CATAGUASES
0;188.976.682;2013;3654;CIA MELHORAMENTOS DE SAO PAULO
0;3.999.901;2013;3980;GERDAU S.A
0;3.253.762;2013;4030;CIA SIDERURGICA NACIONAL
0;1.2690000000000001;2013;4081;SANTANENSE
0;1.8359999999999999;2013;4146;KARSTEN
0;23.531.121;2013;4170;VALE S.A
0;11.171;2013;4537;GRAZZIOTIN
0;15.509;2013;4669;GUARARAPES CONFECCOES S.A
0;188.976.682;2013;4707;CONSORCIO ALFA DE ADMINISTRACAO S.A
0;171;2013;4723;CONSTRUTORA ADOLPHO LINDENBERG S.A
0;1.718.631;2013;4820;BRASKEM
0;188.976.682;2013;4863;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA
0;651;2013;5207;DOHLER
0;188.976.682;2013;5258;RAIA DROGASIL S.A
0;11.539000000000001;2013;5312;MUNDIAL S.A. - PRODUTOS DE CONSUMO
0;188.976.682;2013;5410;WEG S.A
0;82.01299999999999;2013;5762;ETERNIT
0;34.341;2013;5770;EUCATEX
0;188.976.682;2013;6173;TAURUS ARMAS S.A
0;3.234;2013;6211;FRAS-LE S.A
0;32.830999999999996;2013;6343;TUPY
0;188.976.682;2013;6505;VIA VAREJO S.A
0;2.2319999999999998;2013;6700;HOTEIS OTHON
0;9.984;2013;6815;IGB ELETR
0;870;2013;701;BAHEMA S.A
0;14.992;2013;7510;INDUSTRIAS ROMI S.A
0;188.976.682;2013;7544;TEXTIL RENAUXVIEW S.A
0;48.38;2013;7595;INEPAR S.A. INDUSTRIA E CONSTRUCOES
0;4.626.451;2013;7617;ITAUSA
0;188.976.682;2013;7811;JOAO FORTES
0;43.848;2013;7870;KEPLER WEBER
0;52.401;2013;80020;GP INVEST
0;7.061;2013;80047;WILSON SONS
0;188.976.682;2013;80063;PATAGONIA
0;188.976.682;2013;80152;PPLA
0;1.800.612;2013;8087;LOJAS AMERIC
0;1.005.856;2013;8133;LOJAS RENNER
0;28;2013;8192;TREVISA
0;188.976.682;2013;8397;MANGELS INDUSTRIAL S.A
0;3.207;2013;8427;ESTRELA
0;1.117.040;2013;8451;MARCOPOLO S.A
0;173.351;2013;8575;METAL LEVE
0;1.178.576;2013;8656;METALURGICA GERDAU S.A
0;188.976.682;2013;8672;JEREISSATI PARTICIPACOES S.A
0;1.56;2013;8753;METISA
0;150;2013;8893;MONTEIRO ARANHA S.A
0;103;2013;9040;NADIR FIGUEI
0;188.976.682;2013;9067;SUZANO HOLD
0;6.213.336;2013;906;BCO BRADESCO S.A
0;2.151;2013;9342;DIMED
0;265.298;2013;9393;PARANAPANEMA S.A
0;157;2013;94;PANATLANTICA
0;22.288.316;2013;9512;PETROLEO BRASILEIRO S.A. PETROBRAS
0;37.879;2013;9989;REFINARIA DE PETROLEOS MANGUINHOS S.A
0;5.168.957;2014;1023;BCO BRASIL S.A
0;199.084.666;2014;10456;ALPARGATAS
0;116.616;2014;10472;SARAIVA LIVR
0;363;2014;10880;SONDOTECNICA
0;199.084.666;2014;10960;SPRINGER
0;199.084.666;2014;11070;WLM PART. E
0;47.053999999999995;2014;11207;TECNOSOLO
0;8.93;2014;11223;TEKA
0;177;2014;11231;TEKNO
0;12.465;2014;11258;TELEC BRASILEIRAS S.A. TELEBRAS
0;3.963.015;2014;11312;OI S.A
0;199.084.666;2014;11398;CRISTAL PIGMENTOS DO BRASIL S.A
0;4.43;2014;1155;BANESTES S.A. - BCO EST ESPIRITO SANTO
0;2.136;2014;11762;VULCABRAS
0;302.503;2014;11932;IOCHPE MAXION S.A
0;199.084.666;2014;11975;AZEVEDO
0;1.272;2014;11991;WETZEL S.A
0;869.285;2014;1210;BCO ESTADO DO RIO GRANDE DO SUL S.A
0;199.084.666;2014;12190;BOMBRIL S.A
0;248;2014;12530;ITAUTEC
0;13.414000000000001;2014;12572;RECRUSUL
0;1.842.034;2014;12653;KLABIN S.A
0;2.2030000000000003;2014;12696;SANSUY S.A. INDUSTRIA DE PLASTICOS
0;6;2014;12823;ALIPERTI
0;1.038;2014;1325;BCO MERCANTIL DO BRASIL S.A
0;110;2014;13285;JOSAPAR
0;2.233;2014;13366;HAGA S.A. INDUSTRIA E COMERCIO
0;5.919;2014;13471;PLASCAR PARTICIPACOES INDUSTRIAIS S.A
0;9.868;2014;13765;MINUPAR
0;22.343000000000004;2014;13773;PBG
0;20.267;2014;13781;SAO CARLOS
0;1.4069999999999998;2014;1384;BCO ALFA DE INVESTIMENTO S.A
0;2.824.235;2014;13986;SUZANO S.A
0;795.7489999999999;2014;14109;RANDON S.A. IMPLEMENTOS E PARTICIPACOES
0;7.856;2014;14133;TEC TOY S.A
0;199.084.666;2014;14206;BRB BCO DE BRASILIA S.A
0;199.084.666;2014;14311;COPEL
0;3.593.143;2014;14320;USIMINAS
0;6.702999999999999;2014;14346;WHIRLPOOL
0;199.084.666;2014;14451;CIA ENERGETICA DE BRASILIA
0;2.062.399;2014;14460;CYRELA BRAZIL REALTY S.A.EMPREEND E PART
0;199.084.666;2014;14664;SCHULZ
0;1.282.030;2014;14761;CIA HERING
0;969.824;2014;14826;CIA BRASILEIRA DE DISTRIBUICAO
0;199.084.666;2014;15091;LITEL
0;556;2014;1520;BARDELLA
0;199.084.666;2014;15253;ENERGISA S.A
0;199.084.666;2014;15369;FERROVIA CENTRO-ATLANTICA S.A
0;3.0180000000000002;2014;15458;BATTISTELLA
0;199.084.666;2014;15539;NEOENERGIA S.A
0;199.084.666;2014;1562;BAUMER
0;1.690.985;2014;16101;GAFISA S.A
0;2.068.860;2014;16292;BRF S.A
0;199.084.666;2014;16306;ROSSI RESID
0;199.084.666;2014;16497;ENCORPAR
0;4.146;2014;16632;GPC PART
0;619.019;2014;16659;PORTO SEGURO S.A
0;199.084.666;2014;1694;BICICLETAS MONARK S.A
0;199.084.666;2014;16993;EMAE
0;199.084.666;2014;17329;ENGIE BRASIL
0;199.084.666;2014;17450;RUMO S.A
0;199.084.666;2014;17493;CAPITALPART
0;199.084.666;2014;17558;INNCORP S.A
0;2.513.721;2014;17639;TIM PARTICIPACOES S.A
0;1.270.829;2014;17671;TELEF
0;153.939;2014;17892;SANTOS BRASIL PARTICIPACOES S.A
0;199.084.666;2014;17914;MMX MINER
0;199.084.666;2014;17922;BRAZILIAN FINANCE E REAL ESTATE S.A
0;2.763.600;2014;17973;KROTON EDUCACIONAL S.A
0;199.084.666;2014;18376;CTEEP - CIA TRANSMISS
0;43.428999999999995;2014;18414;IDEIASNET
0;1.619.711;2014;18465;ULTRAPAR
0;1.386.579;2014;18660;CPFL ENERGIA S.A
0;106;2014;18708;CIA PARTICIPACOES ALIANCA DA BAHIA
0;1.501.017;2014;18724;BRADESPAR
0;199.084.666;2014;18775;INVEPAR
0;3.250.663;2014;18821;CCR S.A
0;199.084.666;2014;18953;CPFL GERACAO
0;199.084.666;2014;18970;AES TIETE E
0;199.084.666;2014;19062;ANDRADE GUTIERREZ PARTICIPACOES S.A
0;199.084.666;2014;19100;LIQ PARTICIPA
0;716;2014;19305;BIOMM
0;83.177;2014;19330;TPI - TRIUNFO PARTICIP. E INVEST. S.A
0;7.009.552;2014;19348;ITAU UNIBANCO HOLDING S.A
0;199.084.666;2014;19437;ANDRADE GUTIERREZ CONCESSOES S.A
0;354.869;2014;19445;COPASA
0;199.084.666;2014;19453;ECORODOVIAS INFRAESTRUTURA E LOGSTICA S.A
0;1.239.105;2014;19550;NATURA
0;1.028.060;2014;19569;GOL LINHAS AEREAS INTELIGENTES S.A
0;199.084.666;2014;19615;GRENDENE
0;123.381;2014;19623;DASA
0;199.084.666;2014;19658;POMIFRUTAS
0;1.088.714;2014;19739;LOCALIZA
0;1.694.823;2014;19763;EDP - ENERGIAS DO BRASIL S.A
0;1.340.855;2014;19836;COSAN S.A
0;867.319;2014;19879;LIGHT S.A
0;2.164.051;2014;19909;BR MALLS PARTICIPACOES S.A
0;1.465.433;2014;19925;BR PROPERTIES S.A
0;199.084.666;2014;19992;TOTVS
0;693.194;2014;20010;EQUATORIAL
