;QtdAcoes;ano;cvm;empresa_descr
0;334.965;2012;20702;VIVER
0;91.712;2012;20710;LOG-IN
0;98.897.500  ;2012;20745;SLC AGRICOLA
0;146.724.120  ;2012;20770;EZTEC
0;476.997.405  ;2012;20788;MARFRIG
0;66.002;2012;20800;TEGMA
0;195.291;2012;20877;HELBOR
0;63.105.693  ;2012;20885;INDUSVAL
0;482.744;2012;20915;MRV
0;146.307.556  ;2012;20931;MINERVA
0;140.412.400  ;2012;20958;ABC BRASIL
0;200.0;2012;20966;SPRINGS
0;179.197.214  ;2012;20982;MULTIPLAN
0;156.536.355  ;2012;20990;B2W DIGITAL
0;50.480.600  ;2012;21008;GENERALSHOPP
0;36.96;2012;2100;CAMBUCI
0;82.505;2012;21016;ESTACIO PART
0;340;2012;21032;ALGAR TELEC
0;83.0;2012;21040;CYRE COM-CCP
0;550.054;2012;21091;DURATEX
0;842.224.359  ;2012;21121;SUL AMERICA
0;81.79899999999999;2012;21130;TRISUL
0;633.137;2012;21148;TENDA
0;21.831999999999997;2012;21156;J.MACEDO
0;190.81400000000002;2012;21180;BR BROKERS
0;535.076.075  ;2012;21199;BANCO PAN
0;578.242;2012;21237;ENEVA
0;156.408.813  ;2012;21300;ALIANSCE
0;12.414.678  ;2012;21334;NUTRIPLANT
0;293.712.408  ;2012;21342;OSX BRASIL
0;153.972.578  ;2012;21350;DIRECIONAL
0;32.774;2012;21393;CELGPAR
0;627.396.559  ;2012;21431;HYPERA
0;163.910.000  ;2012;21490;ALUPAR
0;285.139;2012;21555;UNIDAS
0;1.980.000.000  ;2012;21610;B3
0;229.914.529  ;2012;21636;RENOVA
0;47.849;2012;21717;TARPON INV
0;80.359;2012;21725;ADVANCED-DH
0;655.096.224  ;2012;21733;CIELO
0;156.318.136  ;2012;21881;FLEURY
0;696.715;2012;21903;ECON
0;216.799.134  ;2012;22020;JSL
0;185.449;2012;22055;LOJAS MARISA
0;295.412.650  ;2012;22187;PETRORIO
0;96.743.021  ;2012;22217;ALPER S.A
0;88.587;2012;22349;AREZZO CO
0;76.423.831  ;2012;22357;SIERRABRASIL
0;265.806.905  ;2012;22365;ENAUTA PART
0;69.791;2012;22454;TIME FOR FUN
0;186.49400000000003;2012;22470;MAGAZ LUIZA
0;263.401.198  ;2012;22497;QUALICORP
0;254.649.970  ;2012;22500;BR PHARMA
0;77.183.412  ;2012;22519;TECHNOS
0;227.029.787  ;2012;22551;SOMOS EDUCA
0;107.439.555  ;2012;22594;STATKRAFT
0;2.714.902.212  ;2012;22616;BTGP BANCO
0;65.044.293  ;2012;22691;LOCAMERICA
0;8.207.408  ;2012;22799;SINQIA
0;13.524.889  ;2012;23035;LINX
0;470.563.927  ;2012;23159;BBSEGURIDADE
0;61.266.737  ;2012;23175;IGUA SA
0;1.693.109  ;2012;23248;ANIMA
0;134.362;2012;23272;LOG COM PROP
0;87.163.450  ;2012;23280;OURO VERDE
0;43.527;2012;23310;CVC BRASIL
0;68.536.917  ;2012;23574;IMC SA
0;162.09;2012;2429;CELUL IRANI
0;1.352.634.100  ;2012;2437;ELETROBRAS
0;852.655;2012;2453;CEMIG
0;38.571;2012;2461;CELESC
0;88.320.000  ;2012;3069;FERBASA
0;10.000.000  ;2012;3077;CEDRO
0;7.68;2012;3115;SEG AL BAHIA
0;116.675;2012;3158;COTEMINAS
0;426.592;2012;3190;REDE ENERGIA
0;9.133.687  ;2012;3298;HABITASUL
0;145;2012;3395;IND CATAGUAS
0;6.405;2012;3654;MELHOR SP
0;1.719.658.728  ;2012;3980;GERDAU
0;1.457.970.108  ;2012;4030;SID NACIONAL
0;39.299;2012;4081;SANTANENSE
0;14.405999999999999;2012;4146;KARSTEN
0;5.365.305  ;2012;4170;VALE
0;21.768.245  ;2012;4537;GRAZZIOTIN
0;62.400.000  ;2012;4669;GUARARAPES
0;73.646.388  ;2012;4707;ALFA CONSORC
0;372.119;2012;4723;CONST A LIND
0;797.265.348  ;2012;4820;BRASKEM
0;23.153000000000002;2012;4863;COR RIBEIRO
0;50.430.190  ;2012;5207;DOHLER
0;330.386.000  ;2012;5258;RAIADROGASIL
0;297.631.213  ;2012;5312;MUNDIAL
0;620.405.029  ;2012;5410;WEG
0;89.5;2012;5762;ETERNIT
0;92.619;2012;5770;EUCATEX
0;141.412.617  ;2012;6173;FORJA TAURUS
0;102.381;2012;6211;FRAS-LE
0;114.27799999999999;2012;6343;TUPY
0;322.688;2012;6505;VIAVAREJO
0;183.72400000000002;2012;6700;HOTEIS OTHON
0;12.504.967  ;2012;6815;IGB SA
0;5.996.334  ;2012;701;BAHEMA
0;74.757.547  ;2012;7510;INDS ROMI
0;42.592;2012;7544;TEX RENAUX
0;95.66;2012;7595;INEPAR
0;4.847.460  ;2012;7617;ITAUSA
0;135.060.000  ;2012;7811;JOAO FORTES
0;26.185;2012;7870;KEPLER WEBER
0;159.104.662  ;2012;80020;GP INVEST
0;71.14399999999999;2012;80047;WILSON SONS
0;719.264.737  ;2012;80063;PATAGONIA
0;522.62;2012;80152;PPLA
0;992.093.910  ;2012;8087;LOJAS AMERIC
0;124.17;2012;8133;LOJAS RENNER
0;1.751;2012;8192;TREVISA
0;17.349.638  ;2012;8397;MANGELS INDL
0;16.167;2012;8427;ESTRELA
0;448.450.042  ;2012;8451;MARCOPOLO
0;128.308.500  ;2012;8575;METAL LEVE
0;412.681.538  ;2012;8656;GERDAU MET
0;963.939;2012;8672;JEREISSATI
0;9.764.483  ;2012;8753;METISA
0;11.298;2012;8893;MONT ARANHA
0;13.579;2012;9040;NADIR FIGUEI
0;126.75299999999999;2012;9067;SUZANO HOLD
0;3.824.794  ;2012;906;BRADESCO
0;4.570.582  ;2012;9342;DIMED
0;319.176.942  ;2012;9393;PARANAPANEMA
0;9.777999999999999;2012;94;PANATLANTICA
0;13.044.497  ;2012;9512;PETROBRAS
0;84.682.269  ;2012;9954;ALFA HOLDING
0;931.451;2012;9989;PET MANGUINH
0;2.865.417.020  ;2013;1023;BRASIL
0;427.68199999999996;2013;10456;ALPARGATAS
0;28.596;2013;10472;SARAIVA LIVR
0;2.457;2013;10880;SONDOTECNICA
0;126.471.030  ;2013;10960;SPRINGER
0;7.282.934  ;2013;11070;WLM IND COM
0;99.305;2013;11207;TECNOSOLO
0;50.315;2013;11223;TEKA
0;2.8569999999999998;2013;11231;TEKNO
0;1.797.087  ;2013;11312;OI
0;2.321.499.770  ;2013;11398;CRISTAL
0;1.579.564  ;2013;1155;BANESTES
0;740.921;2013;11762;VULCABRAS
0;94.863;2013;11932;IOCHP-MAXION
0;27.000.000  ;2013;11975;AZEVEDO
0;20.58;2013;11991;WETZEL SA
0;408.974;2013;1210;BANRISUL
0;54.065;2013;12190;BOMBRIL
0;11.651;2013;12530;ITAUTEC
0;233.303;2013;12572;RECRUSUL
0;917.683.296  ;2013;12653;KLABIN SA
0;19.291;2013;12696;SANSUY
0;185.955;2013;12823;ALIPERTI
0;46.1;2013;1325;MERC BRASIL
0;10.582;2013;13285;JOSAPAR
0;11.900.000  ;2013;13366;HAGA SA
0;242.018;2013;13471;PLASCAR PART
0;710.010.000  ;2013;13765;MINUPAR
0;159.009;2013;13773;PORTOBELLO
0;57.736999999999995;2013;13781;SAO CARLOS
0;90.22399999999999;2013;1384;ALFA INVEST
0;1.107.739  ;2013;13986;SUZANO S.A
0;243.785;2013;14109;RANDON PART
0;1.322.640.735  ;2013;14133;TECTOY
0;36.304;2013;14206;BRB BANCO
0;273.655.375  ;2013;14311;COPEL
0;1.013.786.190  ;2013;14320;USIMINAS
0;1.502.786  ;2013;14346;WHIRLPOOL
0;9.183.458  ;2013;14451;CEB
0;416.659;2013;14460;CYRELA REALT
0;63.816.925  ;2013;14664;SCHULZ
0;164.611;2013;14761;CIA HERING
0;264.453;2013;14826;P.ACUCAR-CBD
0;275.514;2013;15091;LITEL
0;1.600.000  ;2013;1520;BARDELLA
0;1.245.690  ;2013;15253;ENERGISA
0;210.197.643.696  ;2013;15369;FER C ATLANT
0;149.678;2013;15458;BATTISTELLA
0;5.850.636  ;2013;15539;NEOENERGIA
0;980.0;2013;1562;BAUMER
0;435.559;2013;16101;GAFISA
0;872.473.246  ;2013;16292;BRF SA
0;428.473.420  ;2013;16306;ROSSI RESID
0;1.9;2013;16497;ENCORPAR
0;358.849.702  ;2013;16632;GPC PART
0;323.293;2013;16659;PORTO SEGURO
0;454.75;2013;1694;BIC MONARK
0;36.946999999999996;2013;16993;EMAE
0;652.742.192  ;2013;17329;ENGIE BRASIL
0;687.664.312  ;2013;17450;RUMO S.A
0;14.049.398  ;2013;17493;CAPITALPART
0;45.294.000  ;2013;17558;SELECTPART
0;2.417.632.647  ;2013;17639;TIM PART SA
0;1.125.602  ;2013;17671;TELEF BRASIL
0;666.086;2013;17892;SANTOS BRP
0;973.227;2013;17914;MMX MINER
0;51;2013;17922;BRAZILIAN FR
0;268.704;2013;17973;KROTON
0;66.003;2013;18287;CIBRASEC
0;152.661;2013;18376;TRAN PAULIST
0;122.27;2013;18414;IDEIASNET
0;544.383.996  ;2013;18465;ULTRAPAR
0;962.274.260  ;2013;18660;CPFL ENERGIA
0;12.85;2013;18708;PAR AL BAHIA
0;349.548;2013;18724;BRADESPAR
0;429.171;2013;18775;INVEPAR
0;1.765.587.200  ;2013;18821;CCR SA
0;205.487.717  ;2013;18953;CPFL GERACAO
0;650.0;2013;18970;AES TIETE E
0;1.114.376.890  ;2013;19062;AGPART
0;345.767.870  ;2013;19100;LIQ
0;29.89;2013;19305;BIOMM
0;176.0;2013;19330;TRIUNFO PART
0;5.028.030  ;2013;19348;ITAUUNIBANCO
0;111.050.752  ;2013;19437;AGCONCESSOES
0;119.684;2013;19445;COPASA
0;558.6990000000001;2013;19453;ECORODOVIAS
0;431.23900000000003;2013;19550;NATURA
0;278.861.326  ;2013;19569;GOL
0;300.72;2013;19615;GRENDENE
0;311.803.015  ;2013;19623;DASA
0;150.0;2013;19658;POMIFRUTAS
0;211.793;2013;19739;LOCALIZA
0;476.415;2013;19763;ENERGIAS BR
0;407.214.353  ;2013;19836;COSAN
0;203.934.060  ;2013;19879;LIGHT SA
0;457.066;2013;19909;BR MALLS PAR
0;312.653;2013;19925;BR PROPERT
0;163.467.071  ;2013;19992;TOTVS
0;198.447.352  ;2013;20010;EQUATORIAL
0;55.75;2013;20028;VALID
0;157.604.619  ;2013;20060;LUPATECH
0;740.465;2013;20087;EMBRAER
0;531.294.792  ;2013;20125;ODONTOPREV
0;170.122.934  ;2013;20184;CCX CARVAO
0;1.033.497  ;2013;20257;TAESA
0;113.450.000  ;2013;20338;M.DIASBRANCO
0;33.208;2013;20346;PROFARMA
0;387.42400000000004;2013;20354;TERRA SANTA
0;87.8;2013;20362;POSITIVO TEC
0;114.382;2013;20370;LOPES BRASIL
0;185.967;2013;20435;TECNISA
0;48.575;2013;20451;RNI
0;1.339.547  ;2013;20478;PDG REALT
0;176.611.578  ;2013;20494;IGUATEMI
0;233.293.408  ;2013;20524;EVEN
0;399.044.117  ;2013;20532;SANTANDER BR
0;441.425.692  ;2013;20540;CPFL RENOVAV
0;110.842.313  ;2013;20567;PINE
0;2.943.644.008  ;2013;20575;JBS
0;432.043.157  ;2013;20605;JHSF PART
0;41.43899999999999;2013;20613;METALFRIO
0;48.443.062  ;2013;20630;CR2
0;335.309;2013;20702;VIVER
0;91.712;2013;20710;LOG-IN
0;98.897.500  ;2013;20745;SLC AGRICOLA
0;146.724.120  ;2013;20770;EZTEC
0;520.747.405  ;2013;20788;MARFRIG
0;66.002.915  ;2013;20800;TEGMA
0;257.7;2013;20877;HELBOR
0;75.432.804  ;2013;20885;INDUSVAL
0;483.102;2013;20915;MRV
0;145.056.023  ;2013;20931;MINERVA
0;147.232.649  ;2013;20958;ABC BRASIL
0;200.0;2013;20966;SPRINGS
0;189.997.214  ;2013;20982;MULTIPLAN
0;158.999.202  ;2013;20990;B2W DIGITAL
0;50.480.600  ;2013;21008;GENERALSHOPP
0;38.552;2013;2100;CAMBUCI
0;293.415;2013;21016;ESTACIO PART
0;345;2013;21032;ALGAR TELEC
0;83.0;2013;21040;CYRE COM-CCP
0;605.059;2013;21091;DURATEX
0;1.022.205.493  ;2013;21121;SUL AMERICA
0;81.79899999999999;2013;21130;TRISUL
0;633.037.801  ;2013;21148;TENDA
0;21.831999999999997;2013;21156;J.MACEDO
0;190.81400000000002;2013;21180;BR BROKERS
0;535.076.075  ;2013;21199;BANCO PAN
0;702.5239999999999;2013;21237;ENEVA
0;159.025.920  ;2013;21300;ALIANSCE
0;12.414.678  ;2013;21334;NUTRIPLANT
0;312.564;2013;21342;OSX BRASIL
0;155.298.749  ;2013;21350;DIRECIONAL
0;32.774;2013;21393;CELGPAR
0;632.100.787  ;2013;21431;HYPERA
0;624.901.800  ;2013;21490;ALUPAR
0;54.076;2013;21555;UNIDAS
0;1.980.000.000  ;2013;21610;B3
0;231.308.026  ;2013;21636;RENOVA
0;46.288000000000004;2013;21717;TARPON INV
0;81.359;2013;21725;ADVANCED-DH
0;786.115.469  ;2013;21733;CIELO
0;156.293.356  ;2013;21881;FLEURY
0;696.715;2013;21903;ECON
0;216.799.134  ;2013;22020;JSL
0;185.533;2013;22055;LOJAS MARISA
0;297.466.746  ;2013;22187;PETRORIO
0;98.312.688  ;2013;22217;ALPER S.A
0;88.637;2013;22349;AREZZO CO
0;76.423.831  ;2013;22357;SIERRABRASIL
0;265.806.905  ;2013;22365;ENAUTA PART
0;69.791;2013;22454;TIME FOR FUN
0;186.49400000000003;2013;22470;MAGAZ LUIZA
0;266.602.637  ;2013;22497;QUALICORP
0;256.384.419  ;2013;22500;BR PHARMA
0;77.636.196  ;2013;22519;TECHNOS
0;261.257.651  ;2013;22551;SOMOS EDUCA
0;117.001.722  ;2013;22594;STATKRAFT
0;2.714.902.212  ;2013;22616;BTGP BANCO
0;65.075.322  ;2013;22691;LOCAMERICA
0;66.086.364  ;2013;22780;UNICASA
0;11.655.683  ;2013;22799;SINQIA
0;604.037.610  ;2013;22942;MGI PARTICIP
0;46.556000000000004;2013;23035;LINX
0;2.000.000.000  ;2013;23159;BBSEGURIDADE
0;61.266.737  ;2013;23175;IGUA SA
0;125.213.244  ;2013;23221;SER EDUCA
0;82.866.371  ;2013;23248;ANIMA
0;15.644.280  ;2013;23264;AMBEV SA
0;171.453;2013;23272;LOG COM PROP
0;129.729.000  ;2013;23310;CVC BRASIL
0;312.610.024  ;2013;23426;OMEGA GER
0;115.479;2013;23434;LIBRA T RIO
0;939.753.176  ;2013;23485;COSAN LOG
0;8.476.908.148  ;2013;23493;DOMMO
0;68.536.917  ;2013;23574;IMC SA
0;166.72;2013;2429;CELUL IRANI
0;1.352.634.100  ;2013;2437;ELETROBRAS
0;1.258.842  ;2013;2453;CEMIG
0;38.571;2013;2461;CELESC
0;88.320.000  ;2013;3069;FERBASA
0;10.000.000  ;2013;3077;CEDRO
0;7.68;2013;3115;SEG AL BAHIA
0;122.546;2013;3158;COTEMINAS
0;426.592;2013;3190;REDE ENERGIA
0;9.133.687  ;2013;3298;HABITASUL
0;145;2013;3395;IND CATAGUAS
0;6.405;2013;3654;MELHOR SP
0;1.719.658.728  ;2013;3980;GERDAU
0;1.457.970.108  ;2013;4030;SID NACIONAL
0;39.299;2013;4081;SANTANENSE
0;14.405999999999999;2013;4146;KARSTEN
0;5.365.305  ;2013;4170;VALE
0;21.815.945  ;2013;4537;GRAZZIOTIN
0;62.400.000  ;2013;4669;GUARARAPES
0;73.646.388  ;2013;4707;ALFA CONSORC
0;372.119;2013;4723;CONST A LIND
0;797.265.348  ;2013;4820;BRASKEM
0;23.153000000000002;2013;4863;COR RIBEIRO
0;50.430.190  ;2013;5207;DOHLER
0;330.386.000  ;2013;5258;RAIADROGASIL
0;2.480.260  ;2013;5312;MUNDIAL
0;620.905.029  ;2013;5410;WEG
0;89.5;2013;5762;ETERNIT
0;92.619;2013;5770;EUCATEX
0;141.412.617  ;2013;6173;FORJA TAURUS
0;99.98100000000001;2013;6211;FRAS-LE
0;144.178;2013;6343;TUPY
0;1.290.752  ;2013;6505;VIAVAREJO
0;183.72400000000002;2013;6700;HOTEIS OTHON
0;12.504.967  ;2013;6815;IGB SA
0;5.996.334  ;2013;701;BAHEMA
0;71.757.647  ;2013;7510;INDS ROMI
0;42.592;2013;7544;TEX RENAUX
0;103.02799999999999;2013;7595;INEPAR
0;5.470.667  ;2013;7617;ITAUSA
0;177.770.363  ;2013;7811;JOAO FORTES
0;26.185;2013;7870;KEPLER WEBER
0;154.950.202  ;2013;80020;GP INVEST
0;71.14399999999999;2013;80047;WILSON SONS
0;719.264.737  ;2013;80063;PATAGONIA
0;692.995;2013;80152;PPLA
0;993.731.338  ;2013;8087;LOJAS AMERIC
0;125.895;2013;8133;LOJAS RENNER
0;1.7409999999999999;2013;8192;TREVISA
0;17.349.638  ;2013;8397;MANGELS INDL
0;16.167;2013;8427;ESTRELA
0;896.900.084  ;2013;8451;MARCOPOLO
0;128.308.500  ;2013;8575;METAL LEVE
0;412.681.538  ;2013;8656;GERDAU MET
0;963.939;2013;8672;JEREISSATI
0;9.764.483  ;2013;8753;METISA
0;12.251;2013;8893;MONT ARANHA
0;13.579;2013;9040;NADIR FIGUEI
0;168.69799999999998;2013;9067;SUZANO HOLD
0;4.207.274  ;2013;906;BRADESCO
0;4.568.575  ;2013;9342;DIMED
0;319.176.942  ;2013;9393;PARANAPANEMA
0;12.587;2013;94;PANATLANTICA
0;13.044.497  ;2013;9512;PETROBRAS
0;931.451;2013;9989;PET MANGUINH
0;2.865.417.020  ;2014;1023;BRASIL
0;470.45;2014;10456;ALPARGATAS
0;28.596;2014;10472;SARAIVA LIVR
0;2.431;2014;10880;SONDOTECNICA
0;126.471.030  ;2014;10960;SPRINGER
0;7.282.934  ;2014;11070;WLM IND COM
0;99.305;2014;11207;TECNOSOLO
0;50.315;2014;11223;TEKA
0;2.948;2014;11231;TEKNO
0;118.440.782  ;2014;11258;TELEBRAS
0;858.472;2014;11312;OI
0;2.321.499.800  ;2014;11398;CRISTAL
0;1.579.564  ;2014;1155;BANESTES
0;740.921;2014;11762;VULCABRAS
0;94.863;2014;11932;IOCHP-MAXION
0;27.000.000  ;2014;11975;AZEVEDO
0;20.58;2014;11991;WETZEL SA
0;408.974;2014;1210;BANRISUL
0;54.065;2014;12190;BOMBRIL
0;11.199000000000002;2014;12530;ITAUTEC
0;233.303;2014;12572;RECRUSUL
0;4.729.789.565  ;2014;12653;KLABIN SA
0;19.291;2014;12696;SANSUY
0;185.955;2014;12823;ALIPERTI
0;46.1;2014;1325;MERC BRASIL
0;10.582;2014;13285;JOSAPAR
0;11.900.000  ;2014;13366;HAGA SA
0;248.50799999999998;2014;13471;PLASCAR PART
0;710.01;2014;13765;MINUPAR
0;158.488;2014;13773;PORTOBELLO
0;57.736999999999995;2014;13781;SAO CARLOS
0;90.22399999999999;2014;1384;ALFA INVEST
0;1.107.739  ;2014;13986;SUZANO S.A
0;304.731;2014;14109;RANDON PART
0;1.322.640.735  ;2014;14133;TECTOY
0;36.304;2014;14206;BRB BANCO
0;273.655.375  ;2014;14311;COPEL
0;1.013.786.190  ;2014;14320;USIMINAS
0;1.502.786  ;2014;14346;WHIRLPOOL
0;9.183.458  ;2014;14451;CEB
0;399.74300000000005;2014;14460;CYRELA REALT
0;63.816.925  ;2014;14664;SCHULZ
0;164.611;2014;14761;CIA HERING
0;265.283;2014;14826;P.ACUCAR-CBD
0;277.209;2014;15091;LITEL
0;1.600.000  ;2014;1520;BARDELLA
0;1.245.690  ;2014;15253;ENERGISA
0;210.197.643.696  ;2014;15369;FER C ATLANT
0;149.678;2014;15458;BATTISTELLA
0;5.850.636  ;2014;15539;NEOENERGIA
0;9.800.000  ;2014;1562;BAUMER
0;408.066;2014;16101;GAFISA
0;872.473.246  ;2014;16292;BRF SA
0;85.766.684  ;2014;16306;ROSSI RESID
0;1.9;2014;16497;ENCORPAR
0;358.849.702  ;2014;16632;GPC PART
0;323.293;2014;16659;PORTO SEGURO
0;454.75;2014;1694;BIC MONARK
0;36.946999999999996;2014;16993;EMAE
0;652.742.192  ;2014;17329;ENGIE BRASIL
0;687.664.312  ;2014;17450;RUMO S.A
0;14.049.398  ;2014;17493;CAPITALPART
0;45.294.000  ;2014;17558;SELECTPART
0;2.421.032.479  ;2014;17639;TIM PART SA
0;1.125.602  ;2014;17671;TELEF BRASIL
0;666.086;2014;17892;SANTOS BRP
0;162.205;2014;17914;MMX MINER
0;717;2014;17922;BRAZILIAN FR
0;1.623.795.559  ;2014;17973;KROTON
0;66.003;2014;18287;CIBRASEC
0;161.259.455  ;2014;18376;TRAN PAULIST
0;122.27;2014;18414;IDEIASNET
0;556.405.096  ;2014;18465;ULTRAPAR
0;962.274.260  ;2014;18660;CPFL ENERGIA
0;12.85;2014;18708;PAR AL BAHIA
0;349.548;2014;18724;BRADESPAR
0;429.171.372  ;2014;18775;INVEPAR
0;1.765.587.200  ;2014;18821;CCR SA
0;205.487.717  ;2014;18953;CPFL GERACAO
0;650.0;2014;18970;AES TIETE E
0;1.292.376.890  ;2014;19062;AGPART
0;345.767.870  ;2014;19100;LIQ
0;30.826999999999998;2014;19305;BIOMM
0;176.0;2014;19330;TRIUNFO PART
0;5.530.833  ;2014;19348;ITAUUNIBANCO
0;111.050.752  ;2014;19437;AGCONCESSOES
0;119.684;2014;19445;COPASA
0;558.6990000000001;2014;19453;ECORODOVIAS
0;431.23900000000003;2014;19550;NATURA
0;5.174.352.497  ;2014;19569;GOL
0;300.72;2014;19615;GRENDENE
0;311.803.015  ;2014;19623;DASA
0;7.593;2014;19658;POMIFRUTAS
0;211.793;2014;19739;LOCALIZA
0;476.415;2014;19763;ENERGIAS BR
0;407.214.353  ;2014;19836;COSAN
0;203.934.060  ;2014;19879;LIGHT SA
0;460.601;2014;19909;BR MALLS PAR
0;298.228;2014;19925;BR PROPERT
0;163.467.071  ;2014;19992;TOTVS
0;198.447.352  ;2014;20010;EQUATORIAL
0;55.75;2014;20028;VALID
0;4.697.054.385  ;2014;20060;LUPATECH
0;740.465;2014;20087;EMBRAER
0;531.294.792  ;2014;20125;ODONTOPREV
0;170.122.934  ;2014;20184;CCX CARVAO
0;1.033.497  ;2014;20257;TAESA
0;113.450.000  ;2014;20338;M.DIASBRANCO
0;41.50899999999999;2014;20346;PROFARMA
0;537.424;2014;20354;TERRA SANTA
0;87.8;2014;20362;POSITIVO TEC
0;114.382;2014;20370;LOPES BRASIL
0;180.0;2014;20435;TECNISA
0;44.27;2014;20451;RNI
0;1.323.264  ;2014;20478;PDG REALT
0;176.611.578  ;2014;20494;IGUATEMI
0;233.293.408  ;2014;20524;EVEN
0;7.541.616  ;2014;20532;SANTANDER BR
0;503.308.389  ;2014;20540;CPFL RENOVAV
0;121.172.024  ;2014;20567;PINE
0;2.943.644.008  ;2014;20575;JBS
0;432.269.894  ;2014;20605;JHSF PART
0;41.43899999999999;2014;20613;METALFRIO
0;48.443.062  ;2014;20630;CR2
0;335.309;2014;20702;VIVER
0;91.712;2014;20710;LOG-IN
0;98.879.500  ;2014;20745;SLC AGRICOLA
0;146.724.120  ;2014;20770;EZTEC
0;520.747.405  ;2014;20788;MARFRIG
0;66.002.915  ;2014;20800;TEGMA
0;257.7;2014;20877;HELBOR
0;89.535.125  ;2014;20885;INDUSVAL
0;449.139;2014;20915;MRV
0;178.000.090  ;2014;20931;MINERVA
0;154.767.481  ;2014;20958;ABC BRASIL
0;200.0;2014;20966;SPRINGS
0;189.997.214  ;2014;20982;MULTIPLAN
0;255.484.410  ;2014;20990;B2W DIGITAL
0;38.552;2014;2100;CAMBUCI
0;313.077;2014;21016;ESTACIO PART
0;345;2014;21032;ALGAR TELEC
0;83.0;2014;21040;CYRE COM-CCP
0;665.565;2014;21091;DURATEX
0;1.022.205.493  ;2014;21121;SUL AMERICA
0;81.79899999999999;2014;21130;TRISUL
0;633.0369999999999;2014;21148;TENDA
0;21.831999999999997;2014;21156;J.MACEDO
0;192.84;2014;21180;BR BROKERS
0;929.040.163  ;2014;21199;BANCO PAN
0;840.1060000000001;2014;21237;ENEVA
0;159.060.920  ;2014;21300;ALIANSCE
0;12.794.413  ;2014;21334;NUTRIPLANT
0;312.564;2014;21342;OSX BRASIL
0;153.265.983  ;2014;21350;DIRECIONAL
0;32.774;2014;21393;CELGPAR
0;632.100.787  ;2014;21431;HYPERA
0;349.86300000000006;2014;21440;LE LIS BLANC
0;624.901.800  ;2014;21490;ALUPAR
0;54.076;2014;21555;UNIDAS
0;1.900.000.000  ;2014;21610;B3
0;318.655.422  ;2014;21636;RENOVA
0;46.555;2014;21717;TARPON INV
0;81.359;2014;21725;ADVANCED-DH
0;1.566.433.971  ;2014;21733;CIELO
0;156.293.356  ;2014;21881;FLEURY
0;696.715;2014;21903;ECON
0;216.799.134  ;2014;22020;JSL
0;185.533;2014;22055;LOJAS MARISA
0;29.748.449  ;2014;22187;PETRORIO
0;99.953.713  ;2014;22217;ALPER S.A
0;88.682;2014;22349;AREZZO CO
0;76.423.831  ;2014;22357;SIERRABRASIL
0;265.806.905  ;2014;22365;ENAUTA PART
0;67.949;2014;22454;TIME FOR FUN
0;181.494.467  ;2014;22470;MAGAZ LUIZA
0;273.412.588  ;2014;22497;QUALICORP
0;363.051.086  ;2014;22500;BR PHARMA
0;78.506.215  ;2014;22519;TECHNOS
0;261.257.651  ;2014;22551;SOMOS EDUCA
0;117.001.722  ;2014;22594;STATKRAFT
0;2.714.902.212  ;2014;22616;BTGP BANCO
0;65.075.322  ;2014;22691;LOCAMERICA
0;66.086.364  ;2014;22780;UNICASA
0;11.787.203  ;2014;22799;SINQIA
0;575.928.712  ;2014;22942;MGI PARTICIP
0;46.765;2014;23035;LINX
0;2.000.000.000  ;2014;23159;BBSEGURIDADE
0;61.266.737  ;2014;23175;IGUA SA
0;125.213.244  ;2014;23221;SER EDUCA
0;82.865.891  ;2014;23248;ANIMA
0;15.712.619  ;2014;23264;AMBEV SA
0;171.84400000000002;2014;23272;LOG COM PROP
0;87.163.450  ;2014;23280;OURO VERDE
0;131.465.335  ;2014;23310;CVC BRASIL
0;312.61;2014;23426;OMEGA GER
0;115.479;2014;23434;LIBRA T RIO
0;405.856.814  ;2014;23485;COSAN LOG
0;120.758.380  ;2014;23493;DOMMO
0;53.942.307  ;2014;23507;OUROFINO SA
0;84.482.793  ;2014;23574;IMC SA
0;159.907;2014;23590;WIZ S.A
0;50.001.948  ;2014;23710;BR HOME
0;129.974.347  ;2014;23817;BRQ
0;600.241.000  ;2014;23825;MOVIDA
0;166.72;2014;2429;CELUL IRANI
0;1.352.634.100  ;2014;2437;ELETROBRAS
0;1.258.842  ;2014;2453;CEMIG
0;38.571;2014;2461;CELESC
0;88.320.000  ;2014;3069;FERBASA
0;10.000.000  ;2014;3077;CEDRO
0;7.68;2014;3115;SEG AL BAHIA
0;122.546;2014;3158;COTEMINAS
0;1.714.895  ;2014;3190;REDE ENERGIA
0;387.229.828  ;2014;3204;CEEE-GT
0;9.133.687  ;2014;3298;HABITASUL
0;145;2014;3395;IND CATAGUAS
0;6.405;2014;3654;MELHOR SP
0;1.719.658.728  ;2014;3980;GERDAU
0;1.387.524.047  ;2014;4030;SID NACIONAL
0;39.299;2014;4081;SANTANENSE
0;62.053999999999995;2014;4146;KARSTEN
0;5.244.316  ;2014;4170;VALE
0;21.868.370  ;2014;4537;GRAZZIOTIN
0;62.400.000  ;2014;4669;GUARARAPES
0;73.646.388  ;2014;4707;ALFA CONSORC
0;372.119;2014;4723;CONST A LIND
0;797.265.348  ;2014;4820;BRASKEM
0;23.153000000000002;2014;4863;COR RIBEIRO
0;60.516.228  ;2014;5207;DOHLER
