;cvm;codigo;cvm2;ano;1;1.01.01;1.01.02;1.02.01.01;1.02.01.02;1.02.01.03;2.01.04;2.01.02;2.02.01;3.05;open;close
1985;21148;TEND3;21148;2013;2.507.141;157.532;550.427;;;26.307;329.495;16.370;309.227;-72.158;;
1986;21148;TEND3;21148;2014;2.125.189;61.615;432.957;;;26.100;208.824;23.461;229.726;-111.183;;
1987;21148;TEND3;21148;2015;1.905.660;21.653;212.621;;;41.189;210.776;13.669;37.554;30.445;;
1988;21148;TEND3;21148;2016;1.862.149;28.414;195.073;;;176.673;41.333;31.664;93.661;88.278;;
1989;21148;TEND3;21148;2017;2.135.178;39.377;458.346;;;119.768;31.033;22.749;239.132;123.487;;
1990;21148;TEND3;21148;2018;2.621.039;34.287;821.272;;;;10.088;21.449;532.403;219.360;19,84;32,09
1991;21180;BBRK3;21180;2010;536.130;90.746;;;;1.457;39;6.327;0;112.120;6,36;9,55
1992;21180;BBRK3;21180;2011;923.772;64.069;71.423;158.244;;3.266;0;7.697;0;139.909;9,49;5,58
1993;21180;BBRK3;21180;2012;916.524;64.312;77.250;151.587;;3.403;0;7.652;;53.953;5,66;6,80
1994;21180;BBRK3;21180;2013;916.370;26.490;113.346;144.707;;10.427;;6.603;;90.180;6,80;5,85
1995;21180;BBRK3;21180;2014;638.876;36.497;27.955;65.074;;9.652;;5.507;;-25.237;5,68;2,53
1996;21180;BBRK3;21180;2015;499.905;16.066;33.934;48.928;;1.738;;3.436;;-99.354;2,43;1,31
1997;21180;BBRK3;21180;2016;424.213;10.587;15.393;29.666;;993;;7.740;;-122.819;1,33;1,58
1998;21180;BBRK3;21180;2017;376.042;57.284;0;0;;394;;3.849;;-113.505;1,58;0,99
1999;21180;BBRK3;21180;2018;347.192;51.732;0;0;;;;6.175;;-69.823;1,01;6,30
2000;21199;BPAN4;21199;2010;16.588.422;396.264;;57.658;485.309;;;;;-246.823;;
2001;21199;BPAN4;21199;2011;15.266.340;25.816;;80.476;1.068.722;119.410;;;924.107;-322.313;;
2002;21199;BPAN4;21199;2012;19.459.932;36.778;;565.037;1.435.009;204.703;;;612.588;-648.801;;
2003;21199;BPAN4;21199;2013;21.922.818;47.864;;299.336;925.014;198.617;;;687.904;-22.258;;
2004;21199;BPAN4;21199;2014;25.579.362;47.298;;657.135;1.371.486;341.404;;;773.610;81.824;;
2005;21199;BPAN4;21199;2015;26.235.567;48.043;;87.779;930.664;645.474;;;0;49.163;2,30;1,62
2006;21199;BPAN4;21199;2016;27.776.057;19.521;;105.941;1.034.497;3.294.979;;;0;-272.240;1,79;1,29
2007;21199;BPAN4;21199;2017;26.137.083;10.748;;52.539;1.122.463;7.108.938;;;;321.862;1,29;1,87
2008;21199;BPAN4;21199;2018;27.472.054;19.714;549;;;401.225;;;;398.484;1,89;1,95
2009;21237;ENEV3;21237;2010;6.279.555;304.467;175.091;;;;294.809;119.486;2.295.172;-267.892;23,00;26,34
2010;21237;ENEV3;21237;2011;7.953.680;1.442.415;9.437;;;;1.061.150;186.680;4.776.218;-337.084;26,74;46,50
2011;21237;ENEV3;21237;2012;9.451.180;590.469;3.441;;;;1.915.513;228.638;4.156.901;-421.551;48,25;11,15
2012;21237;ENEV3;21237;2013;9.689.212;277.582;0;;;;2.408.254;331.216;3.807.617;-427.173;11,15;3,00
2013;21237;ENEV3;21237;2014;7.044.418;157.319;;;;;3.289.195;149.785;1.874.502;-483.709;3,05;0,40
2014;21237;ENEV3;21237;2015;8.492.078;247.414;1.200;;;29.210;1.010.619;122.706;3.198.264;129.767;0,42;0,14
2015;21237;ENEV3;21237;2016;10.360.571;493.997;132.757;;;10.366;1.243.763;177.249;3.699.496;560.073;0,13;11,90
2016;21237;ENEV3;21237;2017;10.907.381;766.884;217.146;;;0;422.786;293.198;3.932.806;705.857;11,88;13,90
2017;21237;ENEV3;21237;2018;12.299.682;1.152.266;207.017;;;;297.363;348.849;4.866.381;1.118.090;14,10;16,09
2018;21300;ALSC3;21300;2010;2.175.573;17.709;288.077;334.518;;1.001;30.774;11.049;133.292;99.438;;
2019;21300;ALSC3;21300;2011;2.394.961;8.631;256.004;393.179;;1.047;14.607;9.743;210.396;152.729;13,89;14,25
2020;21300;ALSC3;21300;2012;3.940.665;23.724;489.001;393.179;;1.650;43.713;32.682;1.147.014;249.987;14,15;24,46
2021;21300;ALSC3;21300;2013;3.997.694;36.623;152.052;;;2.137;104.524;14.499;1.237.415;278.114;24,46;18,30
2022;21300;ALSC3;21300;2014;4.114.549;23.147;325.362;;;1.821;83.105;22.433;1.291.987;418.473;18,10;16,38
2023;21300;ALSC3;21300;2015;4.115.208;15.425;120.620;;;0;;18.911;;443.178;15,85;10,88
2024;21300;ALSC3;21300;2016;4.896.895;21.226;481.981;;;0;;12.908;;251.392;10,78;14,45
2025;21300;ALSC3;21300;2017;4.793.893;6.545;503.234;;;;;13.833;;316.792;14,69;18,04
2026;21300;ALSC3;21300;2018;4.744.122;21.890;550.653;;;;;15.337;;322.350;18,05;19,12
2027;21342;OSXB3;21342;2010;3.407.516;2.237.601;;;;;312.073;20.231;506.062;-172.155;;
2028;21342;OSXB3;21342;2011;4.448.401;1.034.008;;;;1.516;109.722;340.737;1.044.666;-125.608;494,99;11,50
2029;21342;OSXB3;21342;2012;9.799.718;1.684.076;21.059;;;2.357;2.112.054;471.512;3.333.507;-35.062;11,59;10,65
2030;21342;OSXB3;21342;2013;8.542.602;164.255;1.174;;;16.688;4.282.318;1.041.402;744.807;-2.294.892;10,65;0,61
2031;21342;OSXB3;21342;2014;6.049.548;146.614;54.939;;;2.756;3.811.134;964.461;2.082.814;-3.925.832;0,59;0,25
2032;21342;OSXB3;21342;2015;8.270.933;62.496;11.868;;;1.888;6.326.073;834.030;2.951.779;391.721;0,25;0,15
2033;21342;OSXB3;21342;2016;1.687.484;890;0;;;1.655;80;171.607;3.377.917;-963.952;0,14;15,00
2034;21342;OSXB3;21342;2017;1.743.785;1.906;;;;1.653;0;137.419;3.729.125;-83.733;14,41;7,66
2035;21342;OSXB3;21342;2018;1.740.647;890;;;;;0;211.846;4.016.981;-66.931;7,60;3,45
2036;21350;DIRR3;21350;2010;1.679.542;190.851;;;;157.403;121.643;23.483;180.731;158.758;11,45;13,49
2037;21350;DIRR3;21350;2011;2.451.913;351.112;;;;192.245;280.903;42.766;192.249;177.770;13,20;9,50
2038;21350;DIRR3;21350;2012;3.027.111;361.563;75.313;;;142.439;339.221;30.144;417.231;225.422;9,50;14,15
2039;21350;DIRR3;21350;2013;3.433.656;489.776;52.775;;;180.454;308.165;72.992;582.135;258.721;14,15;12,00
2040;21350;DIRR3;21350;2014;3.955.520;636.110;29.099;;;240.735;457.772;129.615;490.625;243.658;11,40;8,11
2041;21350;DIRR3;21350;2015;3.887.452;436.624;62.541;;;152.137;371.584;107.802;464.867;163.267;8,09;3,51
2042;21350;DIRR3;21350;2016;4.089.767;432.735;134.816;;;138.364;467.295;99.116;439.565;2.959;3,42;4,56
2043;21350;DIRR3;21350;2017;4.141.764;413.048;70.709;;;132.436;405.234;71.174;488.717;-131.870;4,61;5,65
2044;21350;DIRR3;21350;2018;4.651.685;715.294;144.050;;;;448.666;75.747;548.926;-30.817;5,84;7,50
2045;21393;GPAR3;21393;2010;6.266.517;53.069;57.504;;;307.253;334.073;1.449.972;531.641;-131.729;;
2046;21393;GPAR3;21393;2011;4.918.542;46.059;165.648;;;284.259;268.112;1.429.539;409.387;-119.840;;
2047;21393;GPAR3;21393;2012;459.574;1.396;43.751;;;0;3.577;775;41.275;-782.164;;
2048;21393;GPAR3;21393;2013;455.333;1.021;69.870;;;0;3.504;1.465;13.830;25.026;;
2049;21393;GPAR3;21393;2014;664.889;143;84.942;;;;3.324;346;1.942.723;-549.664;;
2050;21393;GPAR3;21393;2015;643.027;104;72.839;;;;3.341;1.717;2.081.924;-508.884;;
2051;21393;GPAR3;21393;2016;2.123.880;130;40.680;;;124.463;3.481;6.209;4.858;1.920.684;;
2052;21393;GPAR3;21393;2017;1.191.481;419;12.055;;;127.477;2.915;7.012;2.125;114.158;;
2053;21393;GPAR3;21393;2018;1.335.811;608;100.932;;;;3.429;3.592;70.054;79.333;;
2054;21431;HYPE3;21431;2010;9.987.182;2.409.503;;;;;488.646;184.179;2.461.653;611.956;20,48;22,53
2055;21431;HYPE3;21431;2011;13.325.286;2.596.325;;;;;532.488;290.722;4.014.204;421.009;22,20;8,50
2056;21431;HYPE3;21431;2012;12.656.511;1.736.402;;;;;346.103;465.726;3.613.847;770.585;9,00;16,62
2057;21431;HYPE3;21431;2013;12.501.987;1.158.833;;;;;769.231;500.000;3.139.621;896.556;16,62;17,65
2058;21431;HYPE3;21431;2014;13.887.691;1.829.905;;;;;1.731.023;706.642;3.073.876;910.087;17,47;16,65
2059;21431;HYPE3;21431;2015;15.823.430;2.756.138;;;;;765.659;69.191;4.155.486;883.861;16,19;21,71
2060;21431;HYPE3;21431;2016;11.485.416;1.348.008;;;;;176.110;124.901;684.048;1.068.981;21,09;26,13
2061;21431;HYPE3;21431;2017;10.130.437;1.522.135;;;;;337.813;178.271;318.516;1.159.996;26,17;36,00
2062;21431;HYPE3;21431;2018;10.556.983;14.573;1.632.296;;;;106.548;198.119;457.761;1.229.774;35,95;30,20
2063;21440;LLIS3;21440;2010;275.069;35.228;;;;;87;25.774;49.962;60.850;6,58;17,10
2064;21440;LLIS3;21440;2014;3.381.678;445.808;98.262;30.936;;2.704;481.443;138.804;677.144;99.398;5,83;7,58
2065;21440;LLIS3;21440;2015;3.178.126;257.625;35.247;0;;4.174;440.856;142.799;608.740;152.131;7,25;1,85
2066;21440;LLIS3;21440;2016;3.179.649;376.414;0;0;;5.333;625.463;250.976;408.509;105.912;1,91;3,16
2067;21440;LLIS3;21440;2017;3.690.947;409.740;0;;;6.147;469.809;274.886;556.805;-22.425;3,32;32,50
2068;21440;LLIS3;21440;2018;3.708.429;247.735;;;;;615.928;224.562;495.784;273.995;31,70;26,80
2069;21610;B3SA3;21610;2010;22.633.975;104.017;2.264.408;1.066.920;;;33.154;80.828;1.010.059;1.294.491;;
2070;21610;B3SA3;21610;2011;23.589.922;64.648;2.128.705;1.589.058;;;33.566;56.409;1.138.659;1.307.481;;
2071;21610;B3SA3;21610;2012;24.147.114;43.642;3.233.361;573.636;;;36.882;60.562;1.242.239;1.450.940;;
2072;21610;B3SA3;21610;2013;25.896.659;1.196.589;2.853.393;820.778;;;42.129;45.474;1.426.193;1.506.000;;
2073;21610;B3SA3;21610;2014;25.538.263;500.535;1.962.229;1.392.763;;;47.368;66.241;1.619.123;1.438.523;;
2074;21610;B3SA3;21610;2015;26.308.895;440.845;7.798.529;1.815.620;;;70.181;42.708;2.384.084;2.298.426;;
2075;21610;B3SA3;21610;2016;31.155.875;319.124;10.969.814;3.564.243;;;450.208;45.601;5.013.424;1.094.586;;
2076;21610;B3SA3;21610;2017;37.579.879;711.140;4.936.213;2.203.468;;;1.615.930;133.846;4.018.763;1.484.202;15,94;22,78
2077;21610;B3SA3;21610;2018;37.672.245;329.687;6.512.426;274.297;1.738.081;;1.777.213;190.569;2.731.946;2.392.091;22,91;26,81
2078;21636;RNEW11;21636;2010;431.538;18.569;;25;;;6.336;8.100;125.599;10.103;;
2079;21636;RNEW11;21636;2011;1.614.581;389.846;;25;;;155.345;19.566;753.870;-14.556;;
2080;21636;RNEW11;21636;2012;2.678.039;608.122;;25;;;198.201;159.391;1.305.321;22.683;27,40;31,79
2081;21636;RNEW11;21636;2013;3.672.179;132.598;241.449;0;;;1.111.373;244.434;1.278.883;88.502;31,79;49,00
2082;21636;RNEW11;21636;2014;5.542.242;86.599;509.018;;;;356.326;100.200;2.489.366;39.744;47,00;37,50
2083;21636;RNEW11;21636;2015;6.023.461;66.147;11.744;;;;762.584;570.006;1.609.672;470.770;37,16;25,90
2084;21636;RNEW11;21636;2016;5.901.136;35.786;0;;;;2.715.544;546.911;93.338;-752.504;24,30;6,00
2085;21636;RNEW11;21636;2017;2.929.337;24.750;0;;7.789;;1.212.702;259.377;80.636;-788.310;6,60;6,06
2086;21636;RNEW11;21636;2018;2.628.385;14.929;13.778;;;7.864;348.669;48.531;63.587;-534.109;6,00;21,69
2087;21636;RNEW3;21636;2010;431.538;18.569;;25;;;6.336;8.100;125.599;10.103;;
2088;21636;RNEW3;21636;2011;1.614.581;389.846;;25;;;155.345;19.566;753.870;-14.556;;
2089;21636;RNEW3;21636;2012;2.678.039;608.122;;25;;;198.201;159.391;1.305.321;22.683;;
2090;21636;RNEW3;21636;2013;3.672.179;132.598;241.449;0;;;1.111.373;244.434;1.278.883;88.502;;
2091;21636;RNEW3;21636;2014;5.542.242;86.599;509.018;;;;356.326;100.200;2.489.366;39.744;;
2092;21636;RNEW3;21636;2015;6.023.461;66.147;11.744;;;;762.584;570.006;1.609.672;470.770;;
2093;21636;RNEW3;21636;2016;5.901.136;35.786;0;;;;2.715.544;546.911;93.338;-752.504;;
2094;21636;RNEW3;21636;2017;2.929.337;24.750;0;;7.789;;1.212.702;259.377;80.636;-788.310;;
2095;21636;RNEW3;21636;2018;2.628.385;14.929;13.778;;;7.864;348.669;48.531;63.587;-534.109;2,33;7,42
2096;21636;RNEW4;21636;2010;431.538;18.569;;25;;;6.336;8.100;125.599;10.103;;
2097;21636;RNEW4;21636;2011;1.614.581;389.846;;25;;;155.345;19.566;753.870;-14.556;;
2098;21636;RNEW4;21636;2012;2.678.039;608.122;;25;;;198.201;159.391;1.305.321;22.683;;
2099;21636;RNEW4;21636;2013;3.672.179;132.598;241.449;0;;;1.111.373;244.434;1.278.883;88.502;;
2100;21636;RNEW4;21636;2014;5.542.242;86.599;509.018;;;;356.326;100.200;2.489.366;39.744;;
2101;21636;RNEW4;21636;2015;6.023.461;66.147;11.744;;;;762.584;570.006;1.609.672;470.770;;
2102;21636;RNEW4;21636;2016;5.901.136;35.786;0;;;;2.715.544;546.911;93.338;-752.504;;
2103;21636;RNEW4;21636;2017;2.929.337;24.750;0;;7.789;;1.212.702;259.377;80.636;-788.310;;
2104;21636;RNEW4;21636;2018;2.628.385;14.929;13.778;;;7.864;348.669;48.531;63.587;-534.109;1,84;6,99
2105;21717;TRPN3;21717;2010;69.751;294;45.217;;;;618;180;;156.510;7,33;17,30
2106;21717;TRPN3;21717;2011;126.675;479;84.030;;;;298;275;191;164.477;18,00;14,50
2107;21717;TRPN3;21717;2012;78.604;3.317;34.356;;;;174;618;16;56.203;14,45;14,80
2108;21717;TRPN3;21717;2013;92.161;17.606;17.893;;;;16;823;0;89.167;14,80;14,90
2109;21717;TRPN3;21717;2014;70.155;32.309;15.638;;;;0;457;0;27.435;15,15;10,70
2110;21717;TRPN3;21717;2015;73.580;34.740;23.223;;;;;1.437;;30.720;10,89;8,60
2111;21717;TRPN3;21717;2016;54.811;25.742;18.982;;;;;648;;13.290;8,60;6,00
2112;21717;TRPN3;21717;2017;64.457;28.285;25.585;;;;;462;;14.126;5,75;3,00
2113;21717;TRPN3;21717;2018;128.297;2.733;98.281;;;;;1.673;;81.810;2,98;2,15
2114;21733;CIEL3;21733;2010;3.771.406;250.603;;;;1.090;0;180.761;;2.370.621;13,17;11,21
2115;21733;CIEL3;21733;2011;5.081.182;292.915;;;;688;19.666;1.950.182;131.182;2.150.716;11,33;40,17
2116;21733;CIEL3;21733;2012;10.037.189;431.155;;;;16.950;165.040;3.383.001;1.949.098;2.765.265;40,29;56,99
2117;21733;CIEL3;21733;2013;13.310.582;423.062;;;;19.046;273.110;4.902.100;2.215.375;3.184.011;56,99;65,65
2118;21733;CIEL3;21733;2014;18.679.674;3.998.721;;;;20.192;4.833.602;4.280.530;2.506.140;3.411.503;66,11;41,67
2119;21733;CIEL3;21733;2015;29.977.801;1.249.524;;66.124;;41.352;3.291.228;3.436.056;10.008.265;4.331.684;39,72;33,59
2120;21733;CIEL3;21733;2016;30.544.070;2.658.956;;75.481;;39.195;2.921.002;3.336.442;7.870.107;4.569.466;32,21;27,89
2121;21733;CIEL3;21733;2017;88.347.181;6.024.197;;0;;43.984;2.827.719;58.552.872;6.417.634;4.330.849;27,25;23,52
2122;21733;CIEL3;21733;2018;82.563.091;2.874.424;;0;;;1.033.618;54.442.983;6.829.359;3.702.751;24,09;8,89
2123;21881;FLRY3;21881;2010;1.328.168;543.451;;;;0;35.164;41.022;55.243;168.605;18,10;26,65
2124;21881;FLRY3;21881;2011;2.831.721;486.006;;;;0;36.115;75.441;553.382;141.045;26,97;21,40
2125;21881;FLRY3;21881;2012;2.738.159;180.798;;;;;88.332;70.997;471.731;214.511;21,32;23,05
2126;21881;FLRY3;21881;2013;3.211.167;539.943;;;;;73.432;104.312;911.094;169.506;23,05;18,40
2127;21881;FLRY3;21881;2014;3.209.768;505.274;;;;;78.264;105.172;960.556;194.135;18,40;16,28
2128;21881;FLRY3;21881;2015;3.203.997;624.586;;;;;188.423;104.517;801.604;235.639;16,00;16,00
2129;21881;FLRY3;21881;2016;3.005.820;313.834;92.976;;;;147.992;143.050;684.029;338.855;15,25;35,65
2130;21881;FLRY3;21881;2017;3.527.332;337.544;334.286;;;;315.641;148.485;739.283;476.872;34,70;29,61
2131;21881;FLRY3;21881;2018;3.910.448;55.231;753.651;;;;216.214;193.945;1.042.962;503.247;29,70;19,78
2132;22020;JSLG3;22020;2010;2.928.483;371.119;105.096;;12.030;145.735;372.694;54.461;1.183.132;241.216;;
2133;22020;JSLG3;22020;2011;3.844.849;399.084;44.226;0;;164.018;435.615;57.478;1.932.312;229.777;11,40;9,34
2134;22020;JSLG3;22020;2012;4.568.939;322.503;74.295;10.202;;80.186;538.137;263.528;2.092.429;303.649;9,35;14,00
2135;22020;JSLG3;22020;2013;5.830.098;345.980;399.352;23.879;;27.341;531.238;525.986;2.958.464;354.857;14,00;15,96
2136;22020;JSLG3;22020;2014;7.489.311;372.047;833.799;29.652;;74.085;703.921;751.875;4.141.527;460.102;16,05;12,75
2137;22020;JSLG3;22020;2015;8.742.595;951.166;725.095;81.838;;15.792;1.439.537;539.181;4.894.989;583.455;12,33;7,20
2138;22020;JSLG3;22020;2016;8.868.383;585.920;457.300;36.037;;108.356;1.748.233;1.020.755;4.564.835;498.783;6,50;8,98
2139;22020;JSLG3;22020;2017;11.500.924;714.734;1.718.520;113.836;;120.603;1.657.591;950.325;6.611.384;704.470;9,08;8,25
2140;22020;JSLG3;22020;2018;15.873.954;690.324;4.158.922;;442.692;;2.070.220;1.288.995;9.931.138;960.717;7,86;6,97
2141;22055;AMAR3;22055;2010;2.061.292;25.287;515.353;5.069;;;509.802;207.868;68.047;285.953;;
2142;22055;AMAR3;22055;2011;2.432.599;28.751;612.903;5.690;;;297.455;178.443;687.017;277.217;;
2143;22055;AMAR3;22055;2012;2.440.691;48.380;238.137;6.879;;;89.671;247.759;682.339;355.416;17,69;32,53
2144;22055;AMAR3;22055;2013;2.576.323;34.698;223.185;7.874;;;106.697;254.977;685.387;206.457;32,53;18,60
2145;22055;AMAR3;22055;2014;2.968.588;47.362;463.318;14.010;;;365.360;245.248;774.349;194.687;18,40;14,50
2146;22055;AMAR3;22055;2015;2.832.135;45.156;506.457;12.796;;;364.017;205.439;734.043;70.733;14,51;4,85
2147;22055;AMAR3;22055;2016;2.644.049;36.041;383.017;29.656;;;110.247;293.001;711.277;9.355;4,74;5,96
2148;22055;AMAR3;22055;2017;2.832.732;41.387;416.147;22.312;;;581.751;353.590;422.474;111.910;6,38;7,25
2149;22055;AMAR3;22055;2018;3.162.102;39.819;356.916;96.703;;;371.389;490.223;644.942;279.999;7,79;5,19
2150;22187;PRIO3;22187;2010;2.695.652;20.850;2.405.724;;;;350;7.876;;-191.482;;
2151;22187;PRIO3;22187;2011;5.390.091;57.002;1.434.177;;;;0;54.342;;-506.897;;
2152;22187;PRIO3;22187;2012;4.256.468;37.608;870.650;;;;1.974;101.487;1.260;-404.184;;
2153;22187;PRIO3;22187;2013;1.805.279;33.582;393.958;;;;70.380;63.362;0;-2.605.228;;
2154;22187;PRIO3;22187;2014;1.061.138;350.634;98.312;;;;0;63.217;87.568;-1.067.875;8,30;4,62
2155;22187;PRIO3;22187;2015;1.177.037;283.951;213.090;;;;664;52.469;31.461;84.214;4,40;2,45
2156;22187;PRIO3;22187;2016;1.082.369;24.793;546.507;;;;688;50.176;31.431;259.084;2,30;21,78
2157;22187;PRIO3;22187;2017;1.270.244;92.445;511.863;;;;96.632;70.536;31.391;42.209;23,30;81,80
2158;22187;PRIO3;22187;2018;1.537.063;154.109;643.783;;;;222.743;73.258;56.959;170.300;85,45;99,20
2159;22217;APER3;22217;2010;354.070;3.831;324.818;;157;;1.096;1.115;26;9.835;;
2160;22217;APER3;22217;2011;604.200;9.606;329.863;;0;3.091;179;683;18;76.580;;
2161;22217;APER3;22217;2012;805.300;3.317;257.310;;0;3.937;45;764;11;104.960;;
2162;22217;APER3;22217;2013;849.952;21.949;119.574;;;6.734;78;1.006;0;98.881;;
2163;22217;APER3;22217;2014;725.208;23.559;38.903;;;2.828;52;1.887;0;-3.162;;
2164;22217;APER3;22217;2015;486.130;10.043;30.635;;;51;1;2.348;;-143.974;;
2165;22217;APER3;22217;2016;386.003;23.534;29.125;;;107;0;2.597;;-101.742;;
2166;22217;APER3;22217;2017;300.009;8.916;29.953;;;0;0;4.074;;-79.205;20,14;12,23
2167;22217;APER3;22217;2018;137.607;5.317;29.609;;;0;;8.232;;-166.787;12,00;18,00
2168;2429;RANI3;2429;2010;1.144.760;40.362;6.419;4.065;;5.118;127.700;39.632;203.504;83.521;22,50;27,00
2169;2429;RANI3;2429;2011;1.181.754;74.722;5.143;3.531;;1.422;128.278;37.713;240.463;58.105;27,00;19,01
2170;2429;RANI3;2429;2012;1.208.090;96.922;931;0;;9.218;118.251;43.747;289.979;75.246;19,01;1,60
2171;2429;RANI3;2429;2013;1.631.521;135.005;2.730;;;7.542;172.746;90.575;460.740;109.037;1,60;3,30
2172;2429;RANI3;2429;2014;1.678.837;165.985;2.073;;;2.457;169.617;65.239;607.228;99.715;3,10;3,26
2173;2429;RANI3;2429;2015;1.658.591;125.732;19.722;;;23.584;216.868;70.135;705.552;93.535;3,30;3,01
2174;2429;RANI3;2429;2016;1.679.951;103.885;94.198;;;15.248;298.040;79.849;619.335;71.934;3,00;2,38
2175;2429;RANI3;2429;2017;1.501.839;76.949;8.732;;;4.751;154.905;82.951;617.191;5.735;2,40;1,99
2176;2429;RANI3;2429;2018;1.526.664;132.219;0;;;;287.378;95.085;537.588;117.835;1,96;2,95
2177;2429;RANI4;2429;2010;1.144.760;40.362;6.419;4.065;;5.118;127.700;39.632;203.504;83.521;21,00;22,08
2178;2429;RANI4;2429;2011;1.181.754;74.722;5.143;3.531;;1.422;128.278;37.713;240.463;58.105;;
2179;2429;RANI4;2429;2012;1.208.090;96.922;931;0;;9.218;118.251;43.747;289.979;75.246;;
2180;2429;RANI4;2429;2013;1.631.521;135.005;2.730;;;7.542;172.746;90.575;460.740;109.037;;
2181;2429;RANI4;2429;2014;1.678.837;165.985;2.073;;;2.457;169.617;65.239;607.228;99.715;;
2182;2429;RANI4;2429;2015;1.658.591;125.732;19.722;;;23.584;216.868;70.135;705.552;93.535;;
2183;2429;RANI4;2429;2016;1.679.951;103.885;94.198;;;15.248;298.040;79.849;619.335;71.934;;
2184;2429;RANI4;2429;2017;1.501.839;76.949;8.732;;;4.751;154.905;82.951;617.191;5.735;2,80;1,94
2185;2429;RANI4;2429;2018;1.526.664;132.219;0;;;;287.378;95.085;537.588;117.835;1,96;2,90
2186;2437;ELET3;2437;2010;146.901.002;11.278.387;6.774.073;;769.905;1.470.216;1.988.948;5.165.765;32.964.518;4.411.373;37,79;22,24
2187;2437;ELET3;2437;2011;163.142.432;7.994.425;11.252.504;;398.358;1.478.994;4.887.560;6.338.102;40.463.306;4.625.627;22,68;17,84
2188;2437;ELET3;2437;2012;172.195.578;7.938.698;6.622.611;;404.337;1.482.946;4.927.003;7.490.802;47.473.357;-7.948.635;17,65;6,33
2189;2437;ELET3;2437;2013;138.385.401;4.477.384;6.095.908;;192.580;1.310.821;2.164.165;7.740.578;32.604.028;-5.190.643;6,33;5,87
2190;2437;ELET3;2437;2014;144.631.697;3.150.603;3.730.345;;224.734;1.743.504;5.331.770;7.489.134;36.293.939;-1.956.609;5,54;5,80
2191;2437;ELET3;2437;2015;149.645.408;2.041.406;6.842.774;;194.990;1.833.457;4.714.646;10.128.507;43.498.243;-12.544.521;5,66;5,76
2192;2437;ELET3;2437;2016;170.499.429;2.361.014;5.497.978;;247.235;2.079.025;5.982.651;9.659.301;41.008.656;17.953.406;5,43;22,81
2193;2437;ELET3;2437;2017;172.975.359;2.122.128;6.924.358;;331.862;462.376;6.214.897;10.443.752;40.455.493;4.992.898;22,50;19,34
2194;2437;ELET3;2437;2018;181.210.208;2.143.440;6.408.104;193;;293.640;12.255.107;3.360.550;43.562.034;18.288.411;18,79;24,23
2195;2437;ELET5;2437;2010;146.901.002;11.278.387;6.774.073;;769.905;1.470.216;1.988.948;5.165.765;32.964.518;4.411.373;;
2196;2437;ELET5;2437;2011;163.142.432;7.994.425;11.252.504;;398.358;1.478.994;4.887.560;6.338.102;40.463.306;4.625.627;;
2197;2437;ELET5;2437;2012;172.195.578;7.938.698;6.622.611;;404.337;1.482.946;4.927.003;7.490.802;47.473.357;-7.948.635;;
2198;2437;ELET5;2437;2013;138.385.401;4.477.384;6.095.908;;192.580;1.310.821;2.164.165;7.740.578;32.604.028;-5.190.643;;
2199;2437;ELET5;2437;2014;144.631.697;3.150.603;3.730.345;;224.734;1.743.504;5.331.770;7.489.134;36.293.939;-1.956.609;;
2200;2437;ELET5;2437;2015;149.645.408;2.041.406;6.842.774;;194.990;1.833.457;4.714.646;10.128.507;43.498.243;-12.544.521;;
2201;2437;ELET5;2437;2016;170.499.429;2.361.014;5.497.978;;247.235;2.079.025;5.982.651;9.659.301;41.008.656;17.953.406;;
2202;2437;ELET5;2437;2017;172.975.359;2.122.128;6.924.358;;331.862;462.376;6.214.897;10.443.752;40.455.493;4.992.898;;
2203;2437;ELET5;2437;2018;181.210.208;2.143.440;6.408.104;193;;293.640;12.255.107;3.360.550;43.562.034;18.288.411;;
2204;2437;ELET6;2437;2010;146.901.002;11.278.387;6.774.073;;769.905;1.470.216;1.988.948;5.165.765;32.964.518;4.411.373;33,00;26,75
2205;2437;ELET6;2437;2011;163.142.432;7.994.425;11.252.504;;398.358;1.478.994;4.887.560;6.338.102;40.463.306;4.625.627;27,20;26,85
2206;2437;ELET6;2437;2012;172.195.578;7.938.698;6.622.611;;404.337;1.482.946;4.927.003;7.490.802;47.473.357;-7.948.635;26,50;10,48
2207;2437;ELET6;2437;2013;138.385.401;4.477.384;6.095.908;;192.580;1.310.821;2.164.165;7.740.578;32.604.028;-5.190.643;10,48;9,93
2208;2437;ELET6;2437;2014;144.631.697;3.150.603;3.730.345;;224.734;1.743.504;5.331.770;7.489.134;36.293.939;-1.956.609;9,66;8,18
2209;2437;ELET6;2437;2015;149.645.408;2.041.406;6.842.774;;194.990;1.833.457;4.714.646;10.128.507;43.498.243;-12.544.521;7,93;10,44
2210;2437;ELET6;2437;2016;170.499.429;2.361.014;5.497.978;;247.235;2.079.025;5.982.651;9.659.301;41.008.656;17.953.406;9,90;25,89
2211;2437;ELET6;2437;2017;172.975.359;2.122.128;6.924.358;;331.862;462.376;6.214.897;10.443.752;40.455.493;4.992.898;26,13;22,70
2212;2437;ELET6;2437;2018;181.210.208;2.143.440;6.408.104;193;;293.640;12.255.107;3.360.550;43.562.034;18.288.411;21,84;28,17
2213;2453;CMIG3;2453;2010;33.555.834;2.979.693;321.858;;;1.932.795;2.202.566;1.121.009;11.023.924;3.646.795;24,39;20,75
