;cvm;codigo;cvm2;ano;1;1.01.01;1.01.02;1.02.01.01;1.02.01.02;1.02.01.03;2.01.04;2.01.02;2.02.01;3.05;open;close
1083;17671;VIVT4;17671;2012;70.254.667;7.196.079;;;;93.378;1.957.538;5.889.377;6.009.691;7.212.289;;
1084;17671;VIVT4;17671;2013;69.541.075;6.543.936;;;;257.086;1.523.713;6.914.009;7.229.842;4.877.124;49,00;44,83
1085;17671;VIVT4;17671;2014;73.065.288;4.692.689;;;;299.405;2.264.518;7.641.191;5.534.742;5.115.969;44,21;46,85
1086;17671;VIVT4;17671;2015;101.685.064;5.336.845;;;;330.451;2.342.991;8.373.235;7.878.299;5.241.634;46,26;35,75
1087;17671;VIVT4;17671;2016;102.066.259;5.105.110;;;;305.411;4.663.479;7.611.246;4.560.595;6.369.263;35,50;44,08
1088;17671;VIVT4;17671;2017;101.382.835;4.050.338;;;;273.888;3.033.441;7.447.100;5.428.400;6.633.817;44,08;48,62
1089;17671;VIVT4;17671;2018;102.561.318;3.381.328;;76.934;;;1.464.166;7.642.782;4.675.271;9.450.337;49,01;46,23
1090;17892;STBP3;17892;2010;2.022.777;16.813;90.700;;;;162.106;53.301;304.158;209.631;;
1091;17892;STBP3;17892;2011;2.408.421;266.831;28.023;;;;346.417;55.459;358.645;346.500;;
1092;17892;STBP3;17892;2012;2.187.002;136.444;0;;;14.011;165.547;57.160;267.600;424.904;;
1093;17892;STBP3;17892;2013;2.206.630;122.987;0;;;40.625;147.847;78.928;173.847;392.421;;
1094;17892;STBP3;17892;2014;2.162.126;218.409;;;;49.441;157.996;51.151;199.953;152.664;;
1095;17892;STBP3;17892;2015;2.018.451;226.115;;;;0;140.902;59.885;198.646;15.024;;
1096;17892;STBP3;17892;2016;1.893.843;192.557;;;;0;163.414;73.514;66.420;-8.633;;
1097;17892;STBP3;17892;2017;2.764.690;270.731;;;;;172.042;59.587;61.056;31.590;2,35;3,39
1098;17892;STBP3;17892;2018;2.858.331;253.663;;;;;130.129;54.449;97.266;65.369;3,42;4,23
1099;17914;MMXM3;17914;2010;4.048.573;1.939.938;;;;;323.813;95.136;468.258;111.937;12,71;11,23
1100;17914;MMXM3;17914;2011;6.253.077;749.987;;;;;478.628;103.273;1.155.244;165.752;11,12;6,67
1101;17914;MMXM3;17914;2012;7.739.234;488.268;9.898;;;;1.299.411;313.423;1.811.029;-198.759;7,05;4,45
1102;17914;MMXM3;17914;2013;7.245.982;1.240;0;;;;11.372;10.548;79.034;-1.223.750;4,45;0,70
1103;17914;MMXM3;17914;2014;3.237.852;840;0;;;;4.634;8.008;94.547;-2.085.414;0,67;0,71
1104;17914;MMXM3;17914;2015;405.371;1.410;;;;;4.829;18.398;146.241;203.878;0,69;0,23
1105;17914;MMXM3;17914;2016;186.186;3.571;;;;;133.532;45.925;0;411.824;0,24;5,55
1106;17914;MMXM3;17914;2017;168.726;61;;;;;142.056;45.052;0;-14.966;5,83;2,96
1107;17914;MMXM3;17914;2018;122.689;50;;;;;172.412;45.486;;-45.323;3,06;2,15
1108;17914;MMXM11;17914;2010;4.048.573;1.939.938;;;;;323.813;95.136;468.258;111.937;;
1109;17914;MMXM11;17914;2011;6.253.077;749.987;;;;;478.628;103.273;1.155.244;165.752;;
1110;17914;MMXM11;17914;2012;7.739.234;488.268;9.898;;;;1.299.411;313.423;1.811.029;-198.759;;
1111;17914;MMXM11;17914;2013;7.245.982;1.240;0;;;;11.372;10.548;79.034;-1.223.750;;
1112;17914;MMXM11;17914;2014;3.237.852;840;0;;;;4.634;8.008;94.547;-2.085.414;2,48;3,39
1113;17914;MMXM11;17914;2015;405.371;1.410;;;;;4.829;18.398;146.241;203.878;;
1114;17914;MMXM11;17914;2016;186.186;3.571;;;;;133.532;45.925;0;411.824;;
1115;17914;MMXM11;17914;2017;168.726;61;;;;;142.056;45.052;0;-14.966;1,85;0,65
1116;17914;MMXM11;17914;2018;122.689;50;;;;;172.412;45.486;;-45.323;0,78;0,51
1117;23434;A;23434;2013;650.393;1.614;92.266;;;;67.565;20.840;426.161;164.011;;
1118;23434;A;23434;2014;1.006.078;52.562;130.078;;;114.470;124.880;25.405;636.560;141.546;;
1119;23434;A;23434;2015;983.507;16.960;143.288;;;98.015;563.682;14.699;124.230;104.231;;
1120;23434;A;23434;2016;800.934;9.327;95.265;;;82.268;563.565;21.693;115.923;-25.682;;
1121;23434;A;23434;2017;703.545;1.726;98.713;;;66.156;599.339;29.852;94.937;-314;;
1122;17973;KROT3;17973;2010;1.094.786;26.168;0;;7.435;22.844;34.046;24.653;57.225;-31.356;;
1123;17973;KROT3;17973;2011;2.966.472;44.709;106.638;;1.227;19.568;10.461;62.800;554.807;37.764;;
1124;17973;KROT3;17973;2012;3.783.920;132.226;83.394;;3.840;14.402;6.404;72.666;549.037;243.056;;
1125;17973;KROT3;17973;2013;4.079.162;24.193;394.739;;4.154;26.512;113.178;79.602;436.042;558.750;;
1126;17973;KROT3;17973;2014;15.486.180;450.764;;;4.568;10.345;201.255;184.416;740.863;1.040.817;38,40;15,50
1127;17973;KROT3;17973;2015;16.638.854;398.232;;;5.351;599.947;195.965;222.604;562.439;1.495.370;14,80;9,53
1128;17973;KROT3;17973;2016;17.601.065;1.343.982;;;5.718;596.762;219.282;225.367;324.720;1.806.399;9,42;13,33
1129;17973;KROT3;17973;2017;18.667.762;921.328;805.212;;6.729;447.809;227.767;314.285;76.114;1.694.507;13,30;18,40
1130;17973;KROT3;17973;2018;30.645.039;1.485.611;1.098.185;;;11.774;527.517;866.954;7.156.105;1.244.898;18,34;8,87
1131;18376;TRPL3;18376;2010;6.931.418;628;54.355;;;5.054.349;334.567;93.964;1.093.671;1.146.243;54,00;61,10
1132;18376;TRPL3;18376;2011;8.409.496;207.295;;;;6.145.777;1.397.498;83.056;1.373.900;1.419.624;60,50;54,00
1133;18376;TRPL3;18376;2012;9.836.575;311.124;118.111;;;6.393.334;1.302.234;86.966;2.392.249;1.438.128;54,00;44,50
1134;18376;TRPL3;18376;2013;7.010.706;4.270;595.756;;;3.861.981;377.695;50.356;861.782;-209.486;;
1135;18376;TRPL3;18376;2014;7.142.139;4.696;479.601;;;3.967.758;215.896;75.470;975.979;448.316;;
1136;18376;TRPL3;18376;2015;7.338.703;6.135;440.054;;;4.492.888;251.852;34.950;844.812;614.054;;
1137;18376;TRPL3;18376;2016;15.066.999;4.524;336.138;12.002;;11.376.166;264.047;41.482;746.403;7.393.175;42,98;59,00
1138;18376;TRPL3;18376;2017;17.252.173;6.585;610.066;35.674;;11.213.952;451.440;69.923;1.491.548;2.047.321;59,00;58,77
1139;18376;TRPL3;18376;2018;18.542.224;16.740;680.909;;;;357.774;88.358;2.657.193;2.458.858;58,80;68,89
1140;18376;TRPL4;18376;2010;6.931.418;628;54.355;;;5.054.349;334.567;93.964;1.093.671;1.146.243;51,62;55,10
1141;18376;TRPL4;18376;2011;8.409.496;207.295;;;;6.145.777;1.397.498;83.056;1.373.900;1.419.624;56,75;57,99
1142;18376;TRPL4;18376;2012;9.836.575;311.124;118.111;;;6.393.334;1.302.234;86.966;2.392.249;1.438.128;57,32;32,99
1143;18376;TRPL4;18376;2013;7.010.706;4.270;595.756;;;3.861.981;377.695;50.356;861.782;-209.486;32,99;26,92
1144;18376;TRPL4;18376;2014;7.142.139;4.696;479.601;;;3.967.758;215.896;75.470;975.979;448.316;25,96;41,50
1145;18376;TRPL4;18376;2015;7.338.703;6.135;440.054;;;4.492.888;251.852;34.950;844.812;614.054;40,70;45,70
1146;18376;TRPL4;18376;2016;15.066.999;4.524;336.138;12.002;;11.376.166;264.047;41.482;746.403;7.393.175;44,40;64,87
1147;18376;TRPL4;18376;2017;17.252.173;6.585;610.066;35.674;;11.213.952;451.440;69.923;1.491.548;2.047.321;64,53;66,90
1148;18376;TRPL4;18376;2018;18.542.224;16.740;680.909;;;;357.774;88.358;2.657.193;2.458.858;67,39;69,18
1149;18414;IDNT3;18414;2010;528.778;41.812;;;;4.549;87.717;137.943;52.114;-4.574;5,41;3,82
1150;18414;IDNT3;18414;2011;792.461;55.040;;;1.567;2.215;162.536;312.084;74.220;14.500;3,70;2,63
1151;18414;IDNT3;18414;2012;866.602;66.045;17.225;;0;737;184.083;350.800;91.331;7.784;2,48;1,90
1152;18414;IDNT3;18414;2013;892.891;75.978;8.820;19.290;;7.123;163.503;375.537;44.407;7.076;1,90;1,65
1153;18414;IDNT3;18414;2014;731.419;50.227;8.389;15.668;;14.862;137.676;243.798;79.243;-41.259;1,62;1,79
1154;18414;IDNT3;18414;2015;342.002;31.343;5.379;13.757;;3.595;90.670;160.001;5.773;-172.229;1,75;13,00
1155;18414;IDNT3;18414;2016;95.034;13.798;8.088;15.016;;1.823;0;160;0;135.745;12,00;4,29
1156;18414;IDNT3;18414;2017;55.247;323;0;11.642;;3.186;;741;;23.121;4,29;10,39
1157;18414;IDNT3;18414;2018;64.151;3.594;0;2.278;;;;23;;9.574;10,40;5,93
1158;18465;UGPA3;18465;2010;12.989.843;2.642.418;558.209;12.557;7.193;97.362;820.484;941.177;4.575.549;1.245.517;55,83;102,08
1159;18465;UGPA3;18465;2011;13.742.739;1.790.954;916.936;67.244;7.193;119.028;2.304.999;1.075.103;3.256.635;1.452.191;102,08;32,01
1160;18465;UGPA3;18465;2012;15.299.925;2.050.051;962.136;138.912;10.618;148.308;1.641.100;1.312.268;4.597.606;1.709.116;32,01;46,29
1161;18465;UGPA3;18465;2013;16.378.545;2.276.069;1.149.132;107.881;10.618;131.112;1.829.989;968.950;5.139.637;2.139.040;46,29;55,95
1162;18465;UGPA3;18465;2014;19.480.382;2.827.369;1.441.813;120.322;10.618;149.638;3.442.364;1.279.502;4.932.848;2.270.108;54,47;51,45
1163;18465;UGPA3;18465;2015;20.966.049;2.702.893;803.304;456.347;10.618;168.746;1.097.855;1.460.532;7.803.753;2.950.646;50,66;60,45
1164;18465;UGPA3;18465;2016;24.159.670;4.274.158;1.412.587;7.655;7.449;229.763;2.475.604;1.709.653;8.941.526;3.113.186;57,50;68,45
1165;18465;UGPA3;18465;2017;28.340.322;5.002.004;1.283.498;76.977;7.449;337.909;3.503.675;2.155.498;10.086.919;2.887.593;67,90;75,00
1166;18465;UGPA3;18465;2018;30.499.395;3.938.951;2.853.106;;129.260;73.089;2.273.997;2.731.677;12.932.152;1.884.575;76,97;53,20
1167;18660;CPFE3;18660;2010;20.056.805;1.562.895;42.533;;72.822;195.739;2.247.412;1.047.392;7.159.311;2.739.315;36,50;41,20
1168;18660;CPFE3;18660;2011;27.413.057;2.699.837;47.521;;109.964;182.300;1.653.053;1.240.143;11.954.734;3.050.547;41,73;26,02
1169;18660;CPFE3;18660;2012;31.075.687;2.477.895;6.100;;0;162.016;2.133.170;1.691.002;14.992.948;2.771.113;25,81;21,40
1170;18660;CPFE3;18660;2013;31.042.796;4.206.422;24.806;;0;153.854;1.837.462;1.884.693;15.183.936;2.490.643;21,40;19,09
1171;18660;CPFE3;18660;2014;35.098.816;4.357.455;5.323;;;123.405;3.526.208;2.374.147;15.623.751;2.599.758;18,50;18,49
1172;18660;CPFE3;18660;2015;40.532.471;5.682.802;23.633;;;128.946;3.640.314;3.161.210;18.092.904;2.468.974;17,63;15,18
1173;18660;CPFE3;18660;2016;42.170.992;6.164.997;449;;;203.185;3.422.923;2.728.131;18.621.065;2.834.021;14,80;25,21
1174;18660;CPFE3;18660;2017;41.282.912;3.249.642;139;;;236.539;5.292.679;3.296.870;14.875.904;3.334.224;25,26;19,35
1175;18660;CPFE3;18660;2018;42.211.530;1.891.457;;;;;3.363.465;2.398.085;17.013.339;4.042.664;19,43;28,85
1176;18708;PEAB3;18708;2010;830.238;152.422;298.030;;;;17.190;10.632;16.431;22.563;39,00;28,62
1177;18708;PEAB3;18708;2011;757.918;126.124;199.801;;;;13.903;12.971;10.278;-2.439;;
1178;18708;PEAB3;18708;2012;697.614;200.112;75.453;;;;10.346;12.847;6.945;-2.767;;
1179;18708;PEAB3;18708;2013;674.469;207.042;64.207;;;;23.928;15.568;3.611;-21.107;;
1180;18708;PEAB3;18708;2014;621.896;186.693;32.491;;;;17.534;16.845;278;8.785;;
1181;18708;PEAB3;18708;2015;596.641;164.244;21.871;;;4.708;0;14.680;0;15.547;;
1182;18708;PEAB3;18708;2016;642.643;175.962;44.955;;;1.223;0;18.097;0;36.642;;
1183;18708;PEAB3;18708;2017;649.347;166.041;;52.265;;1.317;;17.771;;38.562;;
1184;18708;PEAB3;18708;2018;663.835;182.388;;51.306;;;;20.865;;35.304;;
1185;18708;PEAB4;18708;2010;830.238;152.422;298.030;;;;17.190;10.632;16.431;22.563;;
1186;18708;PEAB4;18708;2011;757.918;126.124;199.801;;;;13.903;12.971;10.278;-2.439;;
1187;18708;PEAB4;18708;2012;697.614;200.112;75.453;;;;10.346;12.847;6.945;-2.767;;
1188;18708;PEAB4;18708;2013;674.469;207.042;64.207;;;;23.928;15.568;3.611;-21.107;;
1189;18708;PEAB4;18708;2014;621.896;186.693;32.491;;;;17.534;16.845;278;8.785;;
1190;18708;PEAB4;18708;2015;596.641;164.244;21.871;;;4.708;0;14.680;0;15.547;;
1191;18708;PEAB4;18708;2016;642.643;175.962;44.955;;;1.223;0;18.097;0;36.642;;
1192;18708;PEAB4;18708;2017;649.347;166.041;;52.265;;1.317;;17.771;;38.562;;
1193;18708;PEAB4;18708;2018;663.835;182.388;;51.306;;;;20.865;;35.304;;
1194;18724;BRAP3;18724;2010;14.281.252;955.726;;;;;1.109.419;336.930;2.317.353;2.453.397;39,80;43,99
1195;18724;BRAP3;18724;2011;10.739.426;263.983;;1.315.098;;;306.882;;540.036;2.167.700;44,90;35,02
1196;18724;BRAP3;18724;2012;11.060.825;254.205;;1.081.595;;;951.257;;0;570.436;34,00;30,55
1197;18724;BRAP3;18724;2013;10.858.768;258.678;;964.843;;;0;;1.045.686;19.594;30,55;20,30
1198;18724;BRAP3;18724;2014;10.598.919;312.003;;934.518;;;1.165.109;;0;57.595;20,09;11,81
1199;18724;BRAP3;18724;2015;9.694.451;377.977;;791.734;;;0;;1.347.692;-2.476.513;10,90;4,44
1200;18724;BRAP3;18724;2016;10.277.017;439.060;1.353.180;0;;;0;;1.548.238;781.880;4,28;12,58
1201;18724;BRAP3;18724;2017;11.322.515;1.671.661;0;0;;;1.711.854;;0;2.609.791;12,30;24,73
1202;18724;BRAP3;18724;2018;10.634.336;459.811;0;;;;0;;209.861;1.234.255;25,39;29,30
1203;18724;BRAP4;18724;2010;14.281.252;955.726;;;;;1.109.419;336.930;2.317.353;2.453.397;39,20;43,32
1204;18724;BRAP4;18724;2011;10.739.426;263.983;;1.315.098;;;306.882;;540.036;2.167.700;44,71;31,69
1205;18724;BRAP4;18724;2012;11.060.825;254.205;;1.081.595;;;951.257;;0;570.436;32,69;32,83
1206;18724;BRAP4;18724;2013;10.858.768;258.678;;964.843;;;0;;1.045.686;19.594;32,83;25,08
1207;18724;BRAP4;18724;2014;10.598.919;312.003;;934.518;;;1.165.109;;0;57.595;24,14;14,30
1208;18724;BRAP4;18724;2015;9.694.451;377.977;;791.734;;;0;;1.347.692;-2.476.513;13,64;4,99
1209;18724;BRAP4;18724;2016;10.277.017;439.060;1.353.180;0;;;0;;1.548.238;781.880;4,70;14,85
1210;18724;BRAP4;18724;2017;11.322.515;1.671.661;0;0;;;1.711.854;;0;2.609.791;14,50;28,72
1211;18724;BRAP4;18724;2018;10.634.336;459.811;0;;;;0;;209.861;1.234.255;29,62;31,69
1212;18775;IVPR3B;18775;2010;3.868.951;14.451;79.132;23.191;;4.052;377.108;57.699;1.531.760;177.933;;
1213;18775;IVPR3B;18775;2011;4.939.132;266.314;277.320;34.609;;4.365;615.351;39.069;2.035.423;179.857;;
1214;18775;IVPR3B;18775;2012;20.431.996;1.029.515;444.906;252.691;;5.445;144.795;206.603;3.601.895;220.939;;
1215;18775;IVPR3B;18775;2013;23.679.390;1.410.591;529.967;;27.894;6.196;463.153;269.609;5.684.483;522.797;;
1216;18775;IVPR3B;18775;2014;26.399.953;341.489;921.013;;148.589;22.335;949.832;323.217;8.040.468;622.545;;
1217;18775;IVPR3B;18775;2015;29.253.907;212.804;436.408;;173.048;52.889;3.033.911;478.049;8.652.184;612.052;;
1218;18775;IVPR3B;18775;2016;25.581.884;196.372;566.198;;126.741;144.933;1.569.473;254.776;6.984.874;3.036.225;;
1219;18775;IVPR3B;18775;2017;25.489.174;835.099;121.110;;167.178;204.304;2.794.260;261.042;6.695.728;853.557;;
1220;18775;IVPR3B;18775;2018;25.518.144;1.109.210;96.136;174.648;;;2.246.938;242.860;7.049.208;925.533;;
1221;18775;IVPR4B;18775;2010;3.868.951;14.451;79.132;23.191;;4.052;377.108;57.699;1.531.760;177.933;;
1222;18775;IVPR4B;18775;2011;4.939.132;266.314;277.320;34.609;;4.365;615.351;39.069;2.035.423;179.857;;
1223;18775;IVPR4B;18775;2012;20.431.996;1.029.515;444.906;252.691;;5.445;144.795;206.603;3.601.895;220.939;;
1224;18775;IVPR4B;18775;2013;23.679.390;1.410.591;529.967;;27.894;6.196;463.153;269.609;5.684.483;522.797;;
1225;18775;IVPR4B;18775;2014;26.399.953;341.489;921.013;;148.589;22.335;949.832;323.217;8.040.468;622.545;;
1226;18775;IVPR4B;18775;2015;29.253.907;212.804;436.408;;173.048;52.889;3.033.911;478.049;8.652.184;612.052;;
1227;18775;IVPR4B;18775;2016;25.581.884;196.372;566.198;;126.741;144.933;1.569.473;254.776;6.984.874;3.036.225;;
1228;18775;IVPR4B;18775;2017;25.489.174;835.099;121.110;;167.178;204.304;2.794.260;261.042;6.695.728;853.557;;
1229;18775;IVPR4B;18775;2018;25.518.144;1.109.210;96.136;174.648;;;2.246.938;242.860;7.049.208;925.533;;
1230;18821;CCRO3;18821;2010;12.767.531;33.626;1.145.046;1.577;;2.154;1.845.639;318.885;4.865.842;1.701.252;40,10;46,90
1231;18821;CCRO3;18821;2011;12.851.366;30.006;733.329;634;;5.491;1.882.470;335.064;5.065.405;2.277.019;46,48;12,22
1232;18821;CCRO3;18821;2012;14.305.826;872.491;9.765;667;;19.732;2.519.747;365.314;5.634.667;2.497.436;12,24;19,45
1233;18821;CCRO3;18821;2013;14.033.010;1.265.675;0;698;;23.711;2.329.307;189.941;5.932.301;2.725.018;19,45;17,77
1234;18821;CCRO3;18821;2014;17.223.176;1.588.647;;736;;118.111;3.436.273;275.420;7.014.488;2.863.150;17,41;15,41
1235;18821;CCRO3;18821;2015;21.683.494;2.296.420;;233;;371.985;6.097.929;280.296;8.037.178;2.729.437;14,72;12,55
1236;18821;CCRO3;18821;2016;24.555.847;2.821.220;;0;;1.246.620;5.391.756;335.185;10.794.751;4.302.444;12,15;15,96
1237;18821;CCRO3;18821;2017;30.612.208;2.835.226;1.999.777;0;;1.697.774;3.514.837;627.883;13.390.410;3.897.029;15,79;16,15
1238;18821;CCRO3;18821;2018;30.815.998;1.267.097;1.754.487;2.141;;;2.988.089;471.331;14.037.653;2.349.330;16,56;11,20
1239;18970;TIET11;18970;2010;18.215.134;303.510;2.170.442;;;216.677;353.563;1.047.755;4.116.767;2.793.360;;
1240;18970;TIET11;18970;2011;17.203.706;207.907;2.037.870;;;127.901;365.883;1.022.692;3.054.287;2.758.869;;
1241;18970;TIET11;18970;2012;16.440.554;210.952;1.232.390;;;112.861;401.904;1.430.630;3.316.775;1.408.524;;
1242;18970;TIET11;18970;2013;16.573.460;271.996;1.368.315;;;75.682;441.344;1.039.117;3.424.499;1.624.370;;
1243;18970;TIET11;18970;2014;17.673.814;217.634;1.607.000;;;53.021;1.418.388;1.752.879;3.277.542;604.262;;
1244;18970;TIET11;18970;2015;4.636.779;558;746.210;;;13.075;160.597;352.076;1.231.061;1.163.518;;
1245;18970;TIET11;18970;2016;4.099.579;72.086;505.531;;;13.075;255.776;411.782;1.190.794;644.376;14,20;14,00
1246;18970;TIET11;18970;2017;6.817.913;134.593;1.069.928;;;13.075;1.014.376;843.105;2.575.245;630.608;14,00;12,75
1247;18970;TIET11;18970;2018;7.602.605;152.816;881.148;;;;120.927;1.111.808;4.007.001;731.108;12,82;10,02
1248;18970;TIET3;18970;2010;18.215.134;303.510;2.170.442;;;216.677;353.563;1.047.755;4.116.767;2.793.360;;
1249;18970;TIET3;18970;2011;17.203.706;207.907;2.037.870;;;127.901;365.883;1.022.692;3.054.287;2.758.869;;
1250;18970;TIET3;18970;2012;16.440.554;210.952;1.232.390;;;112.861;401.904;1.430.630;3.316.775;1.408.524;;
1251;18970;TIET3;18970;2013;16.573.460;271.996;1.368.315;;;75.682;441.344;1.039.117;3.424.499;1.624.370;;
1252;18970;TIET3;18970;2014;17.673.814;217.634;1.607.000;;;53.021;1.418.388;1.752.879;3.277.542;604.262;14,90;14,74
1253;18970;TIET3;18970;2015;4.636.779;558;746.210;;;13.075;160.597;352.076;1.231.061;1.163.518;14,12;14,45
1254;18970;TIET3;18970;2016;4.099.579;72.086;505.531;;;13.075;255.776;411.782;1.190.794;644.376;;
1255;18970;TIET3;18970;2017;6.817.913;134.593;1.069.928;;;13.075;1.014.376;843.105;2.575.245;630.608;3,07;2,58
1256;18970;TIET3;18970;2018;7.602.605;152.816;881.148;;;;120.927;1.111.808;4.007.001;731.108;2,55;2,04
1257;18970;TIET4;18970;2010;18.215.134;303.510;2.170.442;;;216.677;353.563;1.047.755;4.116.767;2.793.360;;
1258;18970;TIET4;18970;2011;17.203.706;207.907;2.037.870;;;127.901;365.883;1.022.692;3.054.287;2.758.869;;
1259;18970;TIET4;18970;2012;16.440.554;210.952;1.232.390;;;112.861;401.904;1.430.630;3.316.775;1.408.524;;
1260;18970;TIET4;18970;2013;16.573.460;271.996;1.368.315;;;75.682;441.344;1.039.117;3.424.499;1.624.370;;
1261;18970;TIET4;18970;2014;17.673.814;217.634;1.607.000;;;53.021;1.418.388;1.752.879;3.277.542;604.262;16,22;17,40
1262;18970;TIET4;18970;2015;4.636.779;558;746.210;;;13.075;160.597;352.076;1.231.061;1.163.518;16,73;14,46
1263;18970;TIET4;18970;2016;4.099.579;72.086;505.531;;;13.075;255.776;411.782;1.190.794;644.376;3,13;2,69
1264;18970;TIET4;18970;2017;6.817.913;134.593;1.069.928;;;13.075;1.014.376;843.105;2.575.245;630.608;2,69;2,58
1265;18970;TIET4;18970;2018;7.602.605;152.816;881.148;;;;120.927;1.111.808;4.007.001;731.108;2,57;2,02
1266;19062;CANT3B;19062;2010;7.258.465;14.385;641.296;0;;2.316;658.529;122.021;3.834.289;770.015;;
1267;19062;CANT3B;19062;2011;8.073.714;32.207;498.048;0;;2.644;636.657;97.426;4.303.868;762.969;;
1268;19062;CANT3B;19062;2012;8.936.895;1.116.561;;;;5.114;931.852;125.208;4.568.844;1.085.293;;
1269;19062;CANT3B;19062;2013;5.240.984;605.408;;;;;183.561;85;2.580.625;643.188;;
1270;19062;CANT3B;19062;2014;5.473.319;935.256;;;;;425.909;46;2.015.320;378.793;;
1271;19062;CANT3B;19062;2015;4.976.251;632.185;485.561;;;;746.797;4.785;1.269.924;495.161;;
1272;19062;CANT3B;19062;2016;3.378.698;303.079;28.613;;;;684.953;6.129;589.509;9.203;;
1273;19062;CANT3B;19062;2017;2.557.132;344.041;30.389;;;;145.701;7.735;2.078.668;89.664;;
1274;19062;CANT3B;19062;2018;1.913.120;51.119;31.375;;;89.934;157.619;5.765;1.991.767;13.711;;
1275;19062;CANT4B;19062;2010;7.258.465;14.385;641.296;0;;2.316;658.529;122.021;3.834.289;770.015;;
1276;19062;CANT4B;19062;2011;8.073.714;32.207;498.048;0;;2.644;636.657;97.426;4.303.868;762.969;;
1277;19062;CANT4B;19062;2012;8.936.895;1.116.561;;;;5.114;931.852;125.208;4.568.844;1.085.293;;
1278;19062;CANT4B;19062;2013;5.240.984;605.408;;;;;183.561;85;2.580.625;643.188;;
1279;19062;CANT4B;19062;2014;5.473.319;935.256;;;;;425.909;46;2.015.320;378.793;;
1280;19062;CANT4B;19062;2015;4.976.251;632.185;485.561;;;;746.797;4.785;1.269.924;495.161;;
1281;19062;CANT4B;19062;2016;3.378.698;303.079;28.613;;;;684.953;6.129;589.509;9.203;;
1282;19062;CANT4B;19062;2017;2.557.132;344.041;30.389;;;;145.701;7.735;2.078.668;89.664;;
1283;19062;CANT4B;19062;2018;1.913.120;51.119;31.375;;;89.934;157.619;5.765;1.991.767;13.711;;
1284;19100;LIQO3;19100;2010;1.378.557;387.803;;71.882;;9.485;69.150;83.160;317.994;175.039;;
1285;19100;LIQO3;19100;2011;2.647.457;540.582;;16.552;100.622;0;505.441;130.452;762.411;103.378;;
1286;19100;LIQO3;19100;2012;2.479.819;355.247;18.831;4.714;71.173;0;185.622;140.602;917.916;161.452;;
1287;19100;LIQO3;19100;2013;2.638.616;383.710;6.799;3.271;46.846;;192.962;201.863;1.013.561;196.366;;
1288;19100;LIQO3;19100;2014;2.653.754;371.626;25.457;0;0;;375.337;157.235;1.038.093;239.281;;
1289;19100;LIQO3;19100;2015;2.621.368;369.517;0;0;;;860.078;306.173;712.252;-99.414;;
1290;19100;LIQO3;19100;2016;2.142.656;323.923;0;;;;64.319;226.226;1.368.628;-140.572;;
1291;19100;LIQO3;19100;2017;1.640.041;206.516;;;;;60.060;146.418;1.159.088;-232.208;10,00;3,68
1292;19100;LIQO3;19100;2018;1.358.333;95.457;;;;;90.013;142.279;59.733;-53.821;3,78;0,84
1293;19305;BIOM3;19305;2010;4.907;124;0;;;;0;967;;-4.242;2,90;2,56
1294;19305;BIOM3;19305;2011;12.550;2.679;;;;;5.882;1.194;;-4.123;2,56;3,49
1295;19305;BIOM3;19305;2012;8.328;547;;;;;12.966;2.135;;-11.836;;
1296;19305;BIOM3;19305;2013;138.078;20.680;;;;;529;8.314;1.322;-7.516;4,55;9,99
1297;19305;BIOM3;19305;2014;179.564;7.478;73.470;;;;733;2.719;46.065;-16.748;;
1298;19305;BIOM3;19305;2015;229.673;24.987;90.034;;;;782;8.998;82.264;-2.994;8,20;5,60
1299;19305;BIOM3;19305;2016;237.385;7.833;30.737;8.731;;;4.177;11.530;113.064;-32.655;5,51;6,45
1300;19305;BIOM3;19305;2017;262.387;8.630;32.480;11.690;;;20.127;18.032;134.843;-35.421;6,45;9,50
1301;19305;BIOM3;19305;2018;305.683;15.814;67.030;7.582;1.016;;16.622;18.915;130.697;-36.674;9,00;8,17
1302;19330;TPIS3;19330;2010;3.015.614;60.689;39.327;696.578;;;179.933;38.628;448.754;125.264;5,60;9,75
1303;19330;TPIS3;19330;2011;3.403.687;141.937;55.533;652.769;;957;341.631;57.647;734.792;132.867;9,84;9,40
1304;19330;TPIS3;19330;2012;5.117.924;129.279;36.154;1.078;;3.413;223.850;58.288;1.170.270;666.969;9,40;12,50
1305;19330;TPIS3;19330;2013;4.939.438;50.668;0;74;;0;268.636;27.946;1.082.316;260.688;12,50;9,50
1306;19330;TPIS3;19330;2014;5.494.972;188.209;0;68;;7.002;913.059;65.047;1.570.374;-242.175;9,14;7,70
1307;19330;TPIS3;19330;2015;5.468.390;156.406;48.559;68;;7.002;2.129.835;198.672;794.785;807.388;7,60;4,60
1308;19330;TPIS3;19330;2016;4.974.355;69.781;28.163;6.712;;12.461;1.644.472;106.218;1.172.169;374.968;4,59;3,17
1309;19330;TPIS3;19330;2017;4.589.036;380.114;25.105;35;;0;1.474.042;102.350;592.654;446.749;3,18;3,36
1310;19348;ITUB3;19348;2010;727.481.000;;;115.497.000;44.539.000;85.776.000;;;;18.029.000;31,05;31,00
1311;19348;ITUB3;19348;2012;957.154.000;;;145.516.000;90.869.000;63.701.000;;;11.069.000;17.416.000;28,21;31,18
