;1;1.01;1.01.01;1.01.01.01;1.01.01.02;1.01.01.03;1.01.01.04;1.01.01.05;1.01.02;1.01.02.01;1.01.02.01.01;1.01.02.01.02;1.01.02.01.03;1.01.02.01.04;1.01.02.01.05;1.01.02.01.06;1.01.02.01.07;1.01.02.01.08;1.01.02.01.09;1.01.02.02;1.01.02.02.01;1.01.02.02.02;1.01.02.03;1.01.02.03.01;1.01.03;1.01.03.01;1.01.03.01.01;1.01.03.01.02;1.01.03.01.03;1.01.03.01.04;1.01.03.01.05;1.01.03.01.06;1.01.03.01.07;1.01.03.01.08;1.01.03.01.09;1.01.03.02;1.01.03.02.01;1.01.03.02.02;1.01.03.02.03;1.01.03.02.04;1.01.03.02.05;1.01.03.02.06;1.01.03.02.07;1.01.03.02.08;1.01.03.02.09;1.01.03.02.10;1.01.03.02.15;1.01.03.02.20;1.01.03.03;1.01.03.04;1.01.04;1.01.04.01;1.01.04.02;1.01.04.03;1.01.04.04;1.01.04.05;1.01.04.06;1.01.04.07;1.01.04.08;1.01.04.09;1.01.04.10;1.01.04.11;1.01.04.19;1.01.04.20;1.01.05;1.01.06;1.01.06.01;1.01.06.01.01;1.01.06.01.02;1.01.06.01.03;1.01.06.01.04;1.01.06.01.05;1.01.06.01.06;1.01.07;1.01.07.01;1.01.07.02;1.01.07.03;1.01.07.20;1.01.08;1.01.08.01;1.01.08.01.01;1.01.08.01.02;1.01.08.01.03;1.01.08.01.04;1.01.08.01.05;1.01.08.01.06;1.01.08.01.07;1.01.08.01.08;1.01.08.01.20;1.01.08.02;1.01.08.02.01;1.01.08.02.02;1.01.08.03;1.01.08.03.01;1.01.08.03.02;1.01.08.03.03;1.01.08.03.04;1.01.08.03.05;1.01.08.03.06;1.01.08.03.07;1.01.08.03.08;1.01.08.03.09;1.01.08.03.10;1.01.08.03.11;1.01.08.03.16;1.01.08.03.17;1.01.08.03.18;1.01.08.03.19;1.01.08.03.20;1.01.08.04;1.01.09;1.01.09.01;1.01.09.01.01;1.01.09.01.02;1.01.09.01.03;1.01.09.02;1.01.09.03;1.01.09.03.01;1.01.09.03.02;1.01.09.03.03;1.01.09.03.04;1.01.09.03.05;1.01.09.03.06;1.02;1.02.01;1.02.01.01;1.02.01.01.01;1.02.01.01.02;1.02.01.01.03;1.02.01.01.04;1.02.01.01.05;1.02.01.01.06;1.02.01.01.07;1.02.01.01.08;1.02.01.01.09;1.02.01.01.10;1.02.01.02;1.02.01.02.01;1.02.01.02.02;1.02.01.02.03;1.02.01.02.04;1.02.01.03;1.02.01.03.01;1.02.01.03.02;1.02.01.03.03;1.02.01.04;1.02.01.04.01;1.02.01.04.02;1.02.01.04.03;1.02.01.04.04;1.02.01.04.05;1.02.01.04.06;1.02.01.05;1.02.01.05.01;1.02.01.05.02;1.02.01.06;1.02.01.06.01;1.02.01.06.02;1.02.01.06.03;1.02.01.06.04;1.02.01.07;1.02.01.07.01;1.02.01.07.02;1.02.01.07.03;1.02.01.07.04;1.02.01.08;1.02.01.08.01;1.02.01.08.03;1.02.01.08.04;1.02.01.09;1.02.01.09.01;1.02.01.09.02;1.02.01.09.03;1.02.01.09.04;1.02.01.09.05;1.02.01.09.06;1.02.01.09.07;1.02.01.09.08;1.02.01.09.09;1.02.01.09.10;1.02.01.09.11;1.02.01.09.12;1.02.01.09.13;1.02.01.09.14;1.02.01.09.15;1.02.01.09.16;1.02.01.09.17;1.02.01.09.20;1.02.01.10;1.02.01.10.01;1.02.01.10.02;1.02.01.10.03;1.02.01.10.04;1.02.01.10.05;1.02.01.10.06;1.02.01.10.07;1.02.01.10.08;1.02.01.10.09;1.02.01.10.10;1.02.01.10.11;1.02.01.10.12;1.02.01.10.13;1.02.01.10.14;1.02.01.10.15;1.02.01.10.16;1.02.01.10.17;1.02.01.10.18;1.02.01.10.19;1.02.01.10.20;1.02.01.11;1.02.01.11.01;1.02.01.11.02;1.02.01.11.03;1.02.02;1.02.02.01;1.02.02.01.01;1.02.02.01.02;1.02.02.01.04;1.02.02.01.05;1.02.02.01.06;1.02.02.01.07;1.02.02.02;1.02.02.02.01;1.02.02.02.02;1.02.02.02.03;1.02.02.02.04;1.02.02.02.05;1.02.02.02.06;1.02.02.02.15;1.02.03;1.02.03.01;1.02.03.01.01;1.02.03.01.02;1.02.03.01.03;1.02.03.01.04;1.02.03.01.05;1.02.03.01.06;1.02.03.01.07;1.02.03.01.08;1.02.03.01.09;1.02.03.01.10;1.02.03.01.11;1.02.03.01.12;1.02.03.01.13;1.02.03.01.14;1.02.03.01.19;1.02.03.01.20;1.02.03.02;1.02.03.02.01;1.02.03.03;1.02.03.03.01;1.02.03.03.02;1.02.03.03.03;1.02.03.03.04;1.02.03.04;1.02.03.05;1.02.03.06;1.02.03.07;1.02.03.08;1.02.04;1.02.04.01;1.02.04.01.01;1.02.04.01.02;1.02.04.01.03;1.02.04.01.04;1.02.04.01.05;1.02.04.01.06;1.02.04.01.07;1.02.04.01.08;1.02.04.01.09;1.02.04.01.10;1.02.04.01.11;1.02.04.01.12;1.02.04.01.19;1.02.04.01.20;1.02.04.02;1.02.04.02.01;1.02.04.02.02;1.02.04.02.03;1.02.04.02.04;1.02.04.02.05;1.02.04.02.06;1.02.04.02.07;1.02.04.02.08;1.02.04.02.09;1.02.04.02.10;1.03;1.03.01;1.03.02;1.03.03;1.03.04;1.03.05;1.03.06;1.04;1.04.01;1.04.02;1.04.03;1.04.04;1.04.05;1.05;1.05.01;1.05.02;1.05.03;1.05.03.01;1.05.03.02;1.05.03.03;1.05.03.04;1.05.03.05;1.05.04;1.06;1.06.01;1.06.01.01;1.06.02;1.06.02.01;1.07;1.07.01;1.07.02;1.07.03;1.07.04;1.07.05;1.07.06;1.08;1.08.01;1.08.01.01;1.08.01.02;1.08.02;ano;cvm;empresa_descr
valores;2.039.758;475.101;7.009;;;;;;13.291;13.291;;;13.291;;;;;;;;;;;;253.404;253.404;;;;;;;;;;;;;;;;;;;;;;;;;175.411;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.986;;;;;;;;;;;;;;25.986;4.516;17.752;3.718;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.564.657;131.984;;;;;;;;;;;;;;;;;28.241;28.241;;;;;;;;;;;;;59.008;56.985;2.023;;;;;;;;;;;;44.735;297;;7.820;11.128;25.490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.432.438;1.417.925;994.136;423.789;;;;;;;;;;;;;;;;;14.513;;;;;;;;;;235;235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;5770;EUCATEX
valores;768.958;451.459;6.679;6.294;385;;;;1.777;;;;;;;;;;;;;;;;122.611;122.611;;;;;;;;;;;;;;;;;;;;;;;;;211.885;;;;;;;;;;;;;;;44.458;44.458;;;;;;;6.674;;;;;57.375;51.390;;;;;;;;;;;;;5.985;0;5.985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317.499;21.455;1.008;1.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.465;3.465;;;;;;;;;;;;;16.982;;;493;16.489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;349;349;0;;349;;;;0;;;;;;;;222.686;218.440;;;;;;;;;;;;;;;;;;;4.246;;;;;;;;;;73.009;73.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;6173;FORJA TAURUS
valores;1.356.465;864.781;237.773;;;;;;241.473;;;;;;;;;;;;;;;;90.767;77.793;;;;;;;;;;12.974;12.974;;;;;;;;;;;;;;256.210;65.652;17.054;150.815;10.141;7.772;14.757;-9.981;;;;;;;;38.558;38.558;38.558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;491.684;54.431;;;;;;;;;;;;;;;;;191;;191;;;;;;;;;;;;25.718;25.718;;;;;;;;;;;;;28.522;;;11.644;16.878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;396;;;;;;;;;;;;;;;;371.930;340.643;121.481;213.273;2.532;514;1.592;1.251;;;;;;;;;;;;;31.287;;;;;;;;;;64.927;64.927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;6211;FRAS-LE
valores;4.609.156;2.132.763;865.368;;;;;;1.077;1.077;1.077;;;;;;;;;;;;;;573.093;573.093;;;;;;;;;;;;;;;;;;;;;;;;;419.492;;;;;;;;;;;;;;;127.429;127.429;7.943;119.486;;;;;6.107;;;;;140.197;;;;;;;;;;;;;;140.197;102.000;38.179;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.476.393;657.710;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.243;76.243;;;;;;;;;;;;;581.467;;;260.547;167.516;102.170;51.234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.306;6.762;;;6.762;;;;6.544;;;;;;;;1.509.236;1.369.639;;;;;;;;;;;;;;;;;;;139.597;;;;;;;;;;296.141;296.141;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;6343;TUPY
valores;19.931.000;12.443.000;3.559.000;;;;;;;;;;;;;;;;;;;;;;3.988.000;;;;;;;;;;;;;;;;;;;;;;;;;;4.379.000;;;;;;;;;;;;;;;219.000;;;;;;;;;;;;;298.000;;;;;;;;;;;;;;298.000;124.000;174.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.488.000;4.743.000;;;;;;;;;;;;;;;;;201.000;;;;;;;;;;;;;;439.000;;;;;;;;;;415.000;;;;3.688.000;;;2.725.000;941.000;22.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89.000;;;;;;;;;;;;;;;;1.423.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.233.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;6505;VIAVAREJO
valores;540.448;38.554;213;205;8;;;;;;;;;;;;;;;;;;;;12.678;9.876;9.876;;;;;;;;;2.802;962;1.320;26;494;;;;;;;;;;;2.555;;;;;;;;;;;;;;;22.900;22.900;22.900;;;;;;208;208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;501.894;90.138;;;;;;;;;;;;;;;;;15.649;;15.649;;;;;;;;;;;;9.680;9.680;;;;;;;;;56.819;;;56.819;7.990;;;7.990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;508;247;237;;10;;;;261;261;;;;;;;411.139;411.139;411.139;;;;;;;;;;;;;;;;;;;;;;;;;;;;109;109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;6700;HOTEIS OTHON
valores;243.166;1.104;11;;;;;;;;;;;;;;;;;;;;;;877;;;;;;;;;;;877;;;;;;;;;;;;;;;149;;;;;;;;;;;;;;;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;242.062;184.004;;;;;;;;;;;;;;;;;184.004;;184.004;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.964;57.964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;6815;IGB SA
valores;94.081;41.089;37.551;;;;;;;;;;;;;;;;;;;;;;2.068;1.758;1.758;;;;;;;;;310;310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;440;;;;;;;;;;;;;1.030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52.992;7.146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.146;;;457;5.144;1.545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.353;;;;;;;;;;;;;;;;5.727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;701;BAHEMA
valores;1.075.423;592.193;119.352;;;;;;;;;;;;;;;;;;;;;;208.417;208.417;120.303;88.114;;;;;;;;;;;;;;;;;;;;;;;241.891;;;;;;;;;;;;;;;11.780;11.780;;;;;;;;;;;;10.753;;;;;;;;;;;;;;10.753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;483.230;154.515;;;;;;;;;;;;;;;;;91.129;11.310;79.819;;;;;;;;;;;;49.426;49.426;;;;;;;;;;;;;13.960;;;13.960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.602;;;;;;;;18.602;;;;;;;;257.939;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52.174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;7510;INDS ROMI
valores;178.094;48.783;88;;;;;;;;;;;;;;;;;;;;;;20.281;19.110;;;;;;;;;;1.171;;;;;;;;;;;;;;;27.774;;;;;;;;;;;;;;;343;343;;;;;;;274;;;;;23;;;;;;;;;;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129.311;5.932;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;1.541;;1.541;;;;;;;;;;;;4.391;;;491;3.900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120.899;120.539;;;;;;;;;;;;;;;;;;;360;;;;;;;;;;2.480;2.480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;7544;TEX RENAUX
valores;1.808.994;506.958;3.281;;;;;;288;;;;;;;;;;;;;;;;261.561;224.604;;;;;;;;;;36.957;4.160;32.797;;;;;;;;;;;;;190.928;;;;;;;;;;;;;;;;;;;;;;;311;;;;;50.589;50.589;;19.118;64;31.407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.302.036;285.411;;;;;;;;;;;;;;;;;36.399;36.399;;;;;;;;;;;;;;;;;;;;;;;83.060;83.060;;;165.952;;;;76.518;65.440;16.220;7.774;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;258.748;225.983;222.656;;3.327;;;;32.765;;;;;;;;345.995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;411.882;411.882;;;411.882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;7595;INEPAR
valores;65.580.000;5.779.000;1.218.000;;;;;;1.439.000;995.000;52.000;943.000;;;;;;;;444.000;444.000;;;;1.091.000;1.091.000;;;;;;;;;;;;;;;;;;;;;;;;;839.000;;;;;;;;;;;;;;;445.000;445.000;;;;;;;;;;;;747.000;;;;;;;;;;;;;;747.000;725.000;;22.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;59.801.000;3.236.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.699.000;;;1.158.000;1.158.000;;;;;;;;;;;;;379.000;;;333.000;46.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51.777.000;51.777.000;;;51.777.000;;;;;;;;;;;;3.669.000;3.669.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.119.000;1.119.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;7617;ITAUSA
valores;2.157.256;1.593.062;30.689;;;;;;5;5;;5;;;;;;;;;;;;;428.143;428.143;;;;;;;;;;;;;;;;;;;;;;;;;1.036.817;;;;;;;;;;;;;;;11.836;11.836;;;;;;;10.189;;;;;75.383;;;;;;;;;;;;;;75.383;3.579;;;;;;;;;;;;;;;71.804;;;;;;;;;;;;;;;564.194;528.203;6.175;;6.175;;;;;;;;;;;;;;143.382;140.830;2.552;;236.968;;;;;;;;;;32.168;32.168;;;;;;;;;100.769;44.879;;55.890;8.741;;;8.741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.583;8.583;8.583;;;;;;;;;;;;;;4.733;4.733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.675;384;;384;0;;;;;;;;;;;;22.291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;7811;JOAO FORTES
valores;716.246;304.324;14.424;;;;;;79.887;79.887;;79.887;;;;;;;;;;;;;52.769;52.769;;;;;;;;;;;;;;;;;;;;;;;;;78.131;;;;;;;;;;;;;;;62.381;62.381;21.034;41.347;;;;;690;;;;;16.042;7.332;7.332;;;;;;;;;;;;8.710;372;8.142;196;;;;;;;;;;;;;;;;;;;;;;;;;;;;411.922;129.491;13.439;;13.439;;;;;;;;;;;;;;;;;;;;;;;;;;;;111.862;111.862;;;;;;;;;;;;;4.190;;;260;3.930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.192;4;;;;;;;14.188;;;;;;;;220.809;214.755;;;;;;;;;;;;;;;;;;;6.054;0;0;;;;;;;;47.430;47.430;;7.218;40.212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;7870;KEPLER WEBER
valores;3.161.897;910.050;797.116;;;;;;57.870;57.870;;;;57.870;;;;;;;;;;;4.453;4.413;4.413;;;;;;;;;40;40;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.734;4.734;;;;45.877;;;;;;;;;;;;;;45.877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.251.847;265.622;120.110;;40.943;;79.167;;;;;;;;;;;;45.197;;45.197;;;;;;;;;;;;;;;;;0;;;;;65.406;;;;34.909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.983.311;1.983.311;;;;;;;;;;;;;;;2.914;2.914;2.914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;80020;GP INVEST
valores;3.449.522;741.226;369.619;264.967;104.652;;;;;;;;;;;;;;;;;;;;326.046;191.799;;;;;;;;;;134.247;;;;;;;;;;;;;;;45.561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.708.296;318.489;;;;;;;;;;;;;;;;;192.208;;192.208;;;;;;;;;;;;94.738;94.738;;;;;;;;;;;;;31.543;;;31.543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88.138;88.138;;;88.138;;;;;;;;;;;;2.100.176;2.091.047;;;;;;;;;;;;;;;;;;;9.129;;;;;;;;;;201.493;101.198;59.404;41.794;;;;;;;;;;;;;100.295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;80047;WILSON SONS
valores;16.974.024;2.686.890;2.528.247;;;;;;158.643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.461.034;2.461.034;;;;;;;;;;;;;;;;;2.459.965;;;;1.069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.211.952;11.101.416;110.536;;;;;0;0;;;;;137.718;6.027;;131.691;;;;;;;;;;;;468.231;468.231;;;;;;8.199;8.199;;;;2017;80063;PATAGONIA
valores;1.168.137.991;596.535.367;98.117.853;;;;;;;;;;;;;;;;;;;;;;347.719.660;;;;;;;;;;;347.719.660;;;;;;;;;;;;;;;140.186.720;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.511.134;0;;;;;;;;;;;;;10.511.134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571.602.624;30.302.621;;;;;;;;;;;;;;;;;1.241.370;;1.241.370;;;;;;;;;;;;28.392.278;28.392.278;;;;;;;;;;;;;668.973;;;668.973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.901.187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500.398.816;500.398.816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;80179;BIOTOSCANA
valores;27.536.385;17.604.748;3.567.545;;;;;;6.517.532;;;;;;;;;;;;;;;;1.977.862;;;;;;;;;;;;;;;;;;;;;;;;;;3.608.451;;;;;;;;;;;;;;;811.098;;;;;;;;59.802;;;;;1.062.458;;;;;;;;;;;;;;1.062.458;;1.062.458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.931.637;2.899.246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.012.025;1.012.025;;;;;;;;;47.722;;;47.722;1.839.499;;;335.159;1.430.815;73.525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.283.046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.749.345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;8087;LOJAS AMERIC
valores;7.547.658;4.907.941;1.059.873;;;;;;82.360;82.360;31.578;50.782;;;;;;;;;;;;;2.696.993;2.644.258;;;;;;;;;;52.735;6.917;45.818;;;;;;;;;;;;;923.176;;;;;;;;;;;;;;;140.273;140.273;;;;;;;5.266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.639.717;299.809;;;;;;;;;;;;;;;;;9.299;;9.299;;0;0;;;;;;;;;199.211;199.211;;;;353;;;;;;;;;90.946;;;10.615;80.331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;46;;;46;;;;;;;;;;;;1.813.627;1.672.346;;;;;;;;;;;;;;;;;27.641;;113.640;;;;;;;;;;526.235;409.556;;379.171;30.385;;;;;;;;;;;;116.679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;8133;LOJAS RENNER
valores;186.390;14.907;4.376;;;;;;;;;;;;;;;;;;;;;;7.085;7.085;;;;;;;;;;;;;;;;;;;;;;;;;146;;;;;;;;;;;;;;;1.874;;;;;;;;175;;;;;1.251;;;;;;;;;;;;;;1.251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;171.483;34.414;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.540;;;1.977;1.977;;;;;;;;;;;;;1.897;;;1.886;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.606;86;;;86;;;;13.520;;;;;;;;123.100;116.079;;;;;;;;;;;;;;;;;;;7.021;;;;;;;;;;363;363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;8192;TREVISA
valores;336.697;135.580;40.481;40.481;;;;;2.430;2.430;;;;;;;;;;;;;;;35.405;35.405;;;;;;;;;;;;;;;;;;;;;;;;;46.283;;;;;;;;;;;;;;;7.422;;;;;;;;;;;;;3.559;298;298;;;;;;;;;;;;3.261;554;2.707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;201.117;67.010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67.010;;60.874;5.836;0;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131.777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.330;2.330;;2.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;8397;MANGELS INDL
valores;225.237;108.512;2.938;128;1.304;1.506;;;;;;;;;;;;;;;;;;;85.024;55.311;62.573;-6.286;;-976;;;;;;29.713;182;5.014;623;7.803;16.091;;;;;;;;;;20.550;7.582;159;6.082;5.002;2.742;1.753;381;-3.151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116.725;91.667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.776;;;7.776;83.891;;;3.829;79.112;950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.413;23.413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.645;1.645;;1.645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;8427;ESTRELA
valores;4.732.252;2.822.901;958.759;;;;;;187.818;187.818;187.818;;;;;;;;;;;;;;821.310;821.310;;;;;;;;;;;;;;;;;;;;;;;;;521.364;;;;;;;;;;;;;;;228.274;228.274;;;;;;;;;;;;105.376;;;;;;;;;;;;;;105.376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.909.351;572.444;14.118;;14.118;;;;;;;;;;;;;;466.141;428.773;37.368;;;;;;;;;;;;92.185;92.185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;427.711;377.003;376.852;;151;;;;50.708;;;;;;;;688.355;688.355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;220.841;220.841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;8451;MARCOPOLO
valores;2.226.144;1.061.254;169.070;;;;;;;;;;;;;;;;;;;;;;388.185;388.185;322.791;65.394;;;;;;;;;;;;;;;;;;;;;;;352.121;;;;;;;;;;;;;;;97.223;97.223;68.724;28.499;;;;;;;;;;54.655;;;;;;;;;;;;;;54.655;;15.886;38.769;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.164.890;65.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.966;4.966;;;;;;;;;20.945;;;20.945;39.090;7.171;;14.443;0;17.476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;625;;;;;;;;;;;;;;;;640.251;634.850;;;;;;;;;;;;;;;;;;;5.401;;;;;;;;;;459.013;52.418;49.346;73;2.999;;;;;;;;;;;;406.595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;8575;METAL LEVE
