;cvm;codigo;ano;1;1.01.01;1.01.02;1.02.01.01;1.02.01.02;1.02.01.03;2.01.04;2.01.02;2.02.01;3.05;open;close;QtdAcoes;Volume;EBIT;ROIC;EV;DVIDALIQUIDA
2765;6700;HOOT4;2010;556394;3571.0;;;;110.0;12516.0;85931.0;6388.0;2422.0;7.199999809265138;9.800000190734863;18372400000000002;38.478;2422.0;0.005187495180898366;1.3228127649574282e+17;
2766;6700;HOOT3;2011;520338;2499.0;;;;0.0;12043.0;48094.0;2731.0;-35551.0;;;18372400000000002;6.88;-35551.0;-0.07568148676409542;;
2767;6700;HOOT4;2011;520338;2499.0;;;;0.0;12043.0;48094.0;2731.0;-35551.0;;;18372400000000002;6.88;-35551.0;-0.07568148676409542;;
2768;6700;HOOT3;2012;517900;2771.0;;;;0.0;9241.0;16920.0;1900.0;-446.0;;;18372400000000002;2.2430000000000003;-446.0;-0.0008952066301491944;;
2769;6700;HOOT4;2012;517900;2771.0;;;;0.0;9241.0;16920.0;1900.0;-446.0;;;18372400000000002;2.2430000000000003;-446.0;-0.0008952066301491944;;
2770;6700;HOOT3;2013;537959;3845.0;;;;611.0;6516.0;14378.0;1748.0;117336.0;;;18372400000000002;2.2319999999999998;117336.0;0.22576077085289456;;
2771;6700;HOOT4;2013;537959;3845.0;;;;611.0;6516.0;14378.0;1748.0;117336.0;;;18372400000000002;2.2319999999999998;117336.0;0.22576077085289456;;
2772;6700;HOOT3;2014;549646;4248.0;;;;606.0;9294.0;18040.0;3609.0;24438.0;;;18372400000000002;2.964;24438.0;0.04634043666731139;;
2773;6700;HOOT4;2014;549646;4248.0;;;;606.0;9294.0;18040.0;3609.0;24438.0;;;18372400000000002;2.964;24438.0;0.04634043666731139;;
2774;6700;HOOT3;2015;572730;4490.0;;;;595.0;12182.0;9949.0;1401.0;675.0;;;18372;817;675.0;0.0012090468948988968;;
2775;6700;HOOT4;2015;572730;4490.0;;;;595.0;12182.0;9949.0;1401.0;675.0;;;18372;817;675.0;0.0012090468948988968;;
2776;6700;HOOT3;2016;576959;140.0;;;;779.0;10396.0;12353.0;1316.0;27984.0;;;18372;857;27984.0;0.049576059496940474;;
2777;6700;HOOT4;2016;576959;140.0;;;;779.0;10396.0;12353.0;1316.0;27984.0;;;18372;857;27984.0;0.049576059496940474;;
2778;6700;HOOT3;2017;540448;213.0;;;;15649.0;7485.0;11636.0;203.0;-15609.0;;;18372;1.5219999999999998;-15609.0;-0.029529000244041325;;
