;2;2.01;2.01.01;2.01.01.01;2.01.01.01.01;2.01.01.01.02;2.01.01.01.03;2.01.01.01.04;2.01.01.02;2.01.01.02.01;2.01.01.02.02;2.01.01.02.03;2.01.01.02.04;2.01.01.03;2.01.01.04;2.01.01.05;2.01.01.06;2.01.01.07;2.01.02;2.01.02.01;2.01.02.01.01;2.01.02.01.02;2.01.02.01.03;2.01.02.01.04;2.01.02.01.05;2.01.02.01.20;2.01.02.02;2.01.02.02.01;2.01.02.02.02;2.01.02.03;2.01.02.03.01;2.01.02.04;2.01.02.04.01;2.01.03;2.01.03.01;2.01.03.01.01;2.01.03.01.02;2.01.03.01.03;2.01.03.01.04;2.01.03.01.05;2.01.03.01.06;2.01.03.01.07;2.01.03.01.08;2.01.03.01.09;2.01.03.01.10;2.01.03.01.20;2.01.03.02;2.01.03.02.01;2.01.03.02.02;2.01.03.02.03;2.01.03.03;2.01.03.03.01;2.01.03.03.02;2.01.03.03.03;2.01.03.03.20;2.01.03.04;2.01.04;2.01.04.01;2.01.04.01.01;2.01.04.01.02;2.01.04.01.03;2.01.04.01.04;2.01.04.01.05;2.01.04.01.06;2.01.04.02;2.01.04.02.01;2.01.04.02.02;2.01.04.02.03;2.01.04.03;2.01.04.03.01;2.01.04.03.02;2.01.04.04;2.01.05;2.01.05.01;2.01.05.01.01;2.01.05.01.03;2.01.05.01.04;2.01.05.02;2.01.05.02.01;2.01.05.02.02;2.01.05.02.03;2.01.05.02.04;2.01.05.02.05;2.01.05.02.06;2.01.05.02.07;2.01.05.02.08;2.01.05.02.09;2.01.05.02.10;2.01.05.02.11;2.01.05.02.12;2.01.05.02.13;2.01.05.02.14;2.01.05.02.15;2.01.05.02.16;2.01.05.02.17;2.01.05.02.18;2.01.05.02.19;2.01.05.02.20;2.01.05.03;2.01.05.04;2.01.05.05;2.01.05.06;2.01.05.07;2.01.05.08;2.01.06;2.01.06.01;2.01.06.01.01;2.01.06.01.02;2.01.06.01.03;2.01.06.01.04;2.01.06.01.05;2.01.06.01.06;2.01.06.01.07;2.01.06.01.08;2.01.06.02;2.01.06.02.01;2.01.06.02.02;2.01.06.02.03;2.01.06.02.04;2.01.06.02.05;2.01.06.02.06;2.01.06.02.07;2.01.06.02.08;2.01.06.02.09;2.01.06.02.10;2.01.06.02.11;2.01.06.02.12;2.01.06.02.13;2.01.06.02.14;2.01.06.02.15;2.01.06.02.16;2.01.06.02.17;2.01.06.02.18;2.01.07;2.01.07.01;2.01.07.01.01;2.01.07.02;2.01.07.02.01;2.02;2.02.01;2.02.01.01;2.02.01.01.01;2.02.01.01.02;2.02.01.01.03;2.02.01.01.04;2.02.01.01.05;2.02.01.02;2.02.01.02.01;2.02.01.02.02;2.02.01.02.03;2.02.01.03;2.02.01.03.01;2.02.01.03.02;2.02.01.03.03;2.02.01.03.04;2.02.01.04;2.02.01.04.01;2.02.01.04.02;2.02.01.04.03;2.02.01.04.04;2.02.01.05;2.02.01.05.01;2.02.01.06;2.02.01.06.01;2.02.01.06.02;2.02.01.07;2.02.01.07.01;2.02.01.07.02;2.02.01.07.03;2.02.01.08;2.02.01.08.01;2.02.02;2.02.02.01;2.02.02.01.01;2.02.02.01.03;2.02.02.01.04;2.02.02.02;2.02.02.02.01;2.02.02.02.02;2.02.02.02.03;2.02.02.02.04;2.02.02.02.05;2.02.02.02.06;2.02.02.02.07;2.02.02.02.08;2.02.02.02.09;2.02.02.02.10;2.02.02.02.11;2.02.02.02.12;2.02.02.02.13;2.02.02.02.14;2.02.02.02.15;2.02.02.02.16;2.02.02.02.17;2.02.02.02.19;2.02.02.02.20;2.02.03;2.02.03.01;2.02.03.01.01;2.02.03.01.02;2.02.03.01.03;2.02.03.01.04;2.02.04;2.02.04.01;2.02.04.01.01;2.02.04.01.02;2.02.04.01.03;2.02.04.01.04;2.02.04.01.05;2.02.04.01.06;2.02.04.01.07;2.02.04.01.08;2.02.04.01.09;2.02.04.02;2.02.04.02.01;2.02.04.02.02;2.02.04.02.03;2.02.04.02.04;2.02.04.02.05;2.02.04.02.06;2.02.04.02.07;2.02.04.02.08;2.02.04.02.09;2.02.04.02.10;2.02.04.02.11;2.02.04.02.19;2.02.04.02.20;2.02.05;2.02.05.01;2.02.05.01.01;2.02.05.02;2.02.05.02.01;2.02.05.02.02;2.02.05.02.03;2.02.05.02.08;2.02.05.02.20;2.02.06;2.02.06.01;2.02.06.01.01;2.02.06.02;2.02.06.02.01;2.02.06.02.02;2.02.06.03;2.02.06.03.01;2.03;2.03.01;2.03.01.01;2.03.01.02;2.03.01.03;2.03.01.04;2.03.02;2.03.02.01;2.03.02.02;2.03.02.03;2.03.02.04;2.03.02.05;2.03.02.06;2.03.02.07;2.03.02.08;2.03.02.09;2.03.02.10;2.03.02.11;2.03.02.12;2.03.02.13;2.03.03;2.03.03.01;2.03.03.02;2.03.04;2.03.04.01;2.03.04.02;2.03.04.03;2.03.04.04;2.03.04.05;2.03.04.06;2.03.04.07;2.03.04.08;2.03.04.09;2.03.04.10;2.03.04.11;2.03.04.12;2.03.04.13;2.03.04.14;2.03.04.15;2.03.04.16;2.03.04.17;2.03.04.18;2.03.04.19;2.03.04.20;2.03.05;2.03.06;2.03.06.01;2.03.06.02;2.03.06.03;2.03.06.04;2.03.06.05;2.03.06.06;2.03.06.07;2.03.07;2.03.07.01;2.03.07.02;2.03.08;2.03.08.01;2.03.08.02;2.03.08.03;2.03.08.04;2.03.08.05;2.03.08.06;2.03.08.07;2.03.09;2.04;2.04.01;2.04.02;2.04.03;2.05;2.05.01;2.05.02;2.05.03;2.06;2.06.01;2.06.02;2.06.03;2.06.04;2.06.05;2.06.06;2.06.07;2.06.08;2.06.09;2.07;2.07.01;2.07.02;2.08;2.08.01;2.08.01.01;2.08.01.02;2.08.01.03;2.08.01.04;2.08.01.05;2.08.01.06;2.08.02;2.08.02.01;2.08.02.02;2.08.02.03;2.08.02.04;2.08.02.05;2.08.02.06;2.08.02.07;2.08.02.08;2.08.02.09;2.08.03;2.08.04;2.08.04.01;2.08.04.02;2.08.04.03;2.08.04.04;2.08.04.05;2.08.04.06;2.08.04.07;2.08.04.08;2.08.04.09;2.08.04.10;2.08.04.11;2.08.05;2.08.06;2.08.06.01;2.08.06.02;2.08.06.03;2.08.07;2.08.08;2.08.08.01;2.08.08.02;2.08.08.03;2.08.08.04;2.08.08.05;2.08.09;ano;cvm;empresa_descr
valores;463.362;90.366;12.538;9.469;9.469;;;;3.069;123;2.946;;;;;;;;24.204;24.204;;;;;;;;;;;;;;4.058;2.166;931;326;909;;;;;;;;;1.492;1.223;;269;400;400;;;;;6.816;6.816;6.816;0;;;;;;;;;;;;;37.753;33.278;;;33.278;4.475;4.475;;;;;;;;;;;;;;;;;;;;;;;;;;4.997;;;;;;;;;;4.997;;;500;4.497;;;;;;;;;;;;;;;;;;;;23.258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.258;3.694;578;3.116;;;;;;;;19.564;;;1.717;0;16.560;76;1.211;;;;;;;;;;;;;;;;;;;;;;;;349.738;162.505;162.505;;;;180.731;22.791;;;;;;21.633;136.307;;;;;;;;;6.502;6.502;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;11398;CRISTAL
valores;9.698.663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.201.993;5.105.794;;;;;3.096.199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81.677;;;;33.602;1.314;32.288;;548.244;2.557;69.824;475.863;;;;;;;;;;803.639;436.368;;;;;;;;;;;;;;;;;;351.394;23.042;328.352;;;;;;;;;;17.663;-1.926;;;;;;;;;;;140;2010;1155;BANESTES
valores;1.009.445;187.408;;;;;;;;;;;;;;;;;6.495;6.495;;;;;;;;;;;;;;11.151;11.151;136;11.015;;;;;;;;;;;;;;;;;;;;149.993;149.993;138.064;11.929;;;;;;;;;;;;;19.769;0;;;;19.769;1.993;;;17.776;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;;447.950;421.936;421.936;402.828;19.108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.502;;;;;14.502;;;14.502;0;;;;;;;;;;;;;;;;1.512;1.512;;;;;10.000;10.000;10.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;374.087;835.498;;;;;-715;;;;;-715;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;-460.662;-34;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;11592;UNIPAR
valores;1.612.649;628.625;70.816;;;;;;70.816;;;;;;;;;;123.024;117.274;;;;;;;5.750;;;;;;;14.523;14.523;;;;;;;;;;;;;;;;;;;;;;365.841;365.841;;;;;;;0;;;;;;;;50.968;;;;;50.968;;;;408;;;29.794;20.766;0;0;;;;;;;;;;;;;;;;;3.453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;454.502;383.374;383.374;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;57.126;0;;;0;57.126;;0;2.404;14.846;8.926;30.950;;;;;;;;;;;;;;760;760;;;;;13.242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;529.522;208.597;;;;;;;;;;;;;;;;;;;17.983;;;310.499;;;;;;;;;;;;;;;;;;;;;;-7.505;;;;;;;;-162;;;;;;;;;;;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;11762;VULCABRAS
valores;2.084.398;544.107;72.659;;;;;;72.659;;;;;;;;;;150.106;104.111;;;;;;;45.995;;;;;;;12.506;12.506;;11.943;563;;;;;;;;;;;;;;;;;;;138.403;138.403;100.093;38.310;;;;;;;;;;;;;170.433;;;;;170.433;60.737;;;80.594;27.320;1.782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;760.903;592.867;592.867;526.364;66.503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.089;;;;;11.089;;;11.089;;;;;;;;;;;;;;;;;128.029;128.029;;;;;28.918;28.918;22.533;5.811;;574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;779.388;360.000;;;;;;;;;;;;;;;;;;;;;;236.004;34.451;196.953;;;;;;4.600;;;;;;;;;;;;;;180.963;180.515;-1.176;1.624;;;;;2.421;2.421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;11932;IOCHP-MAXION
valores;153.548;61.098;1.037;1.037;1.037;;;;;;;;;;;;;;14.108;14.108;;;;;;;;;;;;;;16.958;16.958;5.744;148;11.066;;;;;;;;;;;;;;;;;;;15.260;15.260;;;;;;;;;;;;;;;8.617;;;;;8.617;;;;2.213;2.554;3.850;;;;;;;;;;;;;;;;;;;;;5.118;;;;;;;;;;5.118;;;;5.118;;;;;;;;;;;;;;;;;;;;70.848;2.795;2.795;2.795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63.226;;;;;63.226;;;46.372;13.166;3.557;131;;;;;;;;;;;;;;;;;;;;4.827;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.602;53.896;;;;;;;;;;;;;;;;;;;18.526;18.526;;;;;;;;;;;;;;;;;;;;;;;-50.841;;;;;;;;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;11975;AZEVEDO
valores;194.929;52.766;11.011;2.570;;;;;8.441;;;;;;;;;;12.812;12.812;;;;;;;;;;;;;;5.483;4.803;;1.195;3.608;;;;;;;;;678;678;;;2;2;;;;;16.917;16.520;;;;;;;;;;;397;;;;6.400;;;;;6.400;;;;3.397;3.003;;;;;;;;;;;;;;;;;;;;;;143;;;;;;;;;;143;;;;143;;;;;;;;;;;;;;;;;;;;140.001;44.431;44.085;;;;;;;;;;346;;;;;;;;;;;;;;;;;;;;;82.448;;;;;82.448;;;81.662;786;;;;;;;;;;;;;;;;12.707;12.707;;;;;415;415;;415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.162;47.147;;;;;105;;;;;;;;;;;;;;2.261;;;;;;;;;;;;;;;;;;;;;;;;-70.690;22.591;;;;;;;;;;;;;;;;;;;748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;11991;WETZEL SA
valores;32.688.391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.011.655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;673.911;673.911;;;239.877;228.241;11.636;;767.383;;;;;;;;;;;;;3.995.565;2.900.000;;;;;;;6.171;;;;;;;;;;;956.177;;;;;;;;;;;;141.948;;;;;;-10.410;;;;;;1.679;2010;1210;BANRISUL
valores;670.856;208.495;11.695;2.479;2.479;;;;9.216;3;9.213;;;;;;;;63.880;63.880;63.880;;;;;;;;;;;;;67.228;62.222;3.160;59.062;;;;;;;;;;5.006;5.006;;;;;;;;;48.380;47.385;44.752;2.633;;;;;;;;;995;995;;;9.412;;;;;9.412;;;;9.412;;;;;;;;;;;;;;;;;;;;;;;7.900;;;;;;;;;;7.900;;;;7.900;;;;;;;;;;;;;;;;;;;;580.255;26.910;26.125;26.125;0;;;;;;;;785;785;;;;;;;;;;;;;;;;;;;;409.346;208;;;208;409.138;;;268.920;49.846;0;;90.372;;;;;;;;;;;;;130.932;130.932;;;;;13.067;;;;;;;;;;;13.067;;;;13.067;;;;;;;;;;;;;;;;;;;;;;;;;;;-117.894;795.142;795.142;;;;28.627;;;;;;;28.627;;;;;;;43.084;43.084;;;;;;;;;;;;;;;;;;;;;;;-927.696;72.061;72.061;;;;;;;-133.537;-133.537;;;;;;;;;;4.425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;12190;BOMBRIL
valores;1.081.082;304.348;65.181;;;;;;;;;;;;;;;;63.564;;;;;;;;;;;;;;;12.802;;;;;;;;;;;;;;;;;;;;;;;69.688;69.688;27.464;42.224;;;;;;;;;;;;;5.114;;;;;5.114;5.114;;;;;;;;;;;;;;;;;;;;;;;;;;87.999;;;;;;;;;;87.999;35.835;;;52.164;;;;;;;;;;;;;;;;;;;;262.752;139.604;139.604;137.490;2.114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123.148;78.849;36.159;32.170;;10.520;;;;;;44.299;35.264;;;9.035;;;;;;;;;;;;;;;;;;;;;;;;;;;513.982;250.000;;;;;37.471;;;;37.155;;;316;;;;;;;;;;224.739;22.561;202.178;;;;;;;;;;;;;;;;;;;;3.188;;;;;;;;-1.426;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;12530;ITAUTEC
valores;91.447;37.777;1.762;;;;;;1.762;;;;;;;;;;5.494;5.494;;;;;;;;;;;;;;15.274;13.180;859;8.411;3.910;;;;;;;;;865;;;;1.229;;;;;;8.656;8.656;8.656;;;;;;;;;;;;;;6.591;;;;;6.591;;;;798;0;4.237;459;1.097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68.284;458;458;458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63.183;;;;;63.183;;;16.156;1.967;40.117;4.825;118;;;;;;;;;;;;;4.643;4.643;;;;;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-14.614;33.139;;;;;12.543;;;;;;12.000;543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-69.370;9.050;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;12572;RECRUSUL
valores;12.261.243;1.690.913;93.542;;;;;;;;;;;;;;;;269.839;;;;;;;;;;;;;;;77.682;;;;;;;;;;;;;;;;;;;;;;;842.121;;;;;;;;;;;;;;;;407.729;2.392;;;2.392;405.337;;;;349.340;55.997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.415.828;4.014.976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63.070;;;;;;;;;;;;;;;;;;;;;;;;;1.235.635;1.235.635;;;;;102.147;102.147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.154.502;1.500.000;;;;;84.491;;;;;;;;;;;;;;51.404;;;2.274.767;187.656;924.649;;1.220.813;;;;70.002;-128.353;;;;;;;;;;;;;1.098.205;1.098.205;;;;;;;-14.782;;;;;;;;;;;160.417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;12653;KLABIN SA
valores;317.926;86.823;23.670;21.607;;;;;2.063;2.063;;;;;;;;;23.684;20.179;;;;;;;3.505;;;;;;;6.907;2.804;1;2.803;;;;;;;;;;4.075;;;;28;;;;;;18.247;17.080;17.080;;;;;;;;;;1.167;;;;4.594;;;;;4.594;;;;710;3.884;;;;;;;;;;;;;;;;;;;;;;9.721;9.721;;7.199;2.522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;402.091;9.267;8.066;5.438;2.628;;;;;;;;1.201;;;;;;;;;;;;;;;;;;;;;366.851;1.969;;1.969;;364.882;;;244.509;93.172;27.201;;;;;;;;;;;;;;;20.519;20.519;;;;;5.454;;;;;;;;;;;5.454;;;;5.454;;;;;;;;;;;;;;;;;;;;;;;;;;;-170.988;54.625;;;;;632;;;;;;;457;153;22;;;;;61.052;53.201;7.851;;;;;;;;;;;;;;;;;;;;;;-307.014;;;;;;;;;;;;;;;;;;;;19.717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;12696;SANSUY
valores;224.880;83.390;654;388;;;;;266;266;;;;;;;;;5.650;5.650;;;;;;;;;;;;;;8.660;3.554;290;3.264;;;;;;;;;;5.100;;;;6;;;;;;57.949;57.949;45.753;12.196;;;;;;;;;;;;;3.861;;;;;3.861;;;;3.861;;;;;;;;;;;;;;;;;;;;;;;6.616;3.159;;1.800;;550;809;;;;3.457;;;;3.457;;;;;;;;;;;;;;;;;;;;2.886;2.886;2.886;2.886;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;138.604;48.426;48.964;-538;;;;;;;;;;;;;;;;;16.574;9.421;7.153;26.170;3.356;;;;22.814;;;;;;;;;;;;;;;;;47.368;;;;;;;;;;;;;;;;;;;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;12823;ALIPERTI
valores;11.043.676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;234.873;234.873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.081.149;5.567.952;;;;;2.136.325;;;;;;;;;;;;;;941.150;;;376.998;;;;;;;;;;;;;;;;;;;;;22.188;35.385;;;;;;;;33;;;1.118;;;;;;;;;218.196;127.324;90.872;;13.621;3.472;10.149;;870.543;676.675;193.868;;;;;;;;;;;625.294;332.760;;;;;;;17.443;;;;;;17.443;0;0;0;;300.521;48.948;251.573;;;;;;;;;;-68.441;-62;-62;;;;;;;;;;43.073;2010;1325;MERC BRASIL
valores;993.309;290.878;6.181;6.181;;;;;;;;;;;;;;;29.827;29.827;;;;;;;;;;;;;;1.411;1.411;1.068;343;;;;;;;;;;;;;;;;;;;;211.253;211.253;204.625;6.628;;;;;;;;;;;;;37.444;;;;;37.444;6.560;;;24.077;3.285;3.042;480;;;;;;;;;;;;;;;;;;;;4.762;4.762;;;;;4.762;;;;;;;;;;;;;;;;;;;;;;;;;;;;244.797;113.280;113.280;113.280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.403;3.524;;;3.524;12.879;;;10.457;2.378;44;;;;;;;;;;;;;;;;;;;;;115.114;115.114;;;;;0;115.114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;457.634;120.000;;;;;0;;;;;;;0;;;;;;;574;;;80.168;6.252;73.916;;;;;;;;;;;;;;;;;;;;144.192;48.382;95.810;;;;;;;;;;;;;;;;;112.700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;13285;JOSAPAR
valores;906.111;339.026;;;;;;;;;;;;;;;;;83.168;;;;;;;;;;;;;;;23.672;;;;;;;;;;;;;;;;;;;;;;;147.504;;;;;;;;;;;;;;;;53.698;1.712;;;;51.986;;;;50.656;0;1.330;;;;;;;;;;;;;;;;;;;;;30.984;;;;;;;;;;30.984;;;;30.984;;;;;;;;;;;;;;;;;;;;300.842;256.961;101.346;;;;;;155.615;;;;;;;;;;;;;;;;;;;;;;;;;11.331;;;;;11.331;;;11.071;260;;;;;;;;;;;;;;;;29.765;29.765;;;;;2.785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;266.243;289.080;;;;;9.103;;;;9.103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-33.525;7.226;45.366;-38.140;;;;;;-6.123;;;;;;;;;;;482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;13471;PLASCAR PART
valores;207.140;92.649;7.878;;;;;;7.878;;;;;;;;;;21.897;21.897;15.052;6.845;;;;;;;;;;;;32.842;;;;;;;;;;;;;;;;;;;;;;;22.269;22.269;;;;;;;;;;;;;;;7.763;;;;;7.763;41;;;2.150;42;3.036;314;1.257;923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;119.753;8.965;8.965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107.666;2.856;;;;104.810;;;4.501;93.438;4.836;2.035;;;;;;;;;;;;;;;;;;;;3.122;3.122;;;;;3.122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5.262;49.107;;;;;;;;;;;;;;;;;;;3.871;;;;;;;;;;;;;;;;;;;;;;;;-104.050;47.622;;;;;;;;;;;-1.785;;;;;;;;-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;13765;MINUPAR
valores;567.422;251.275;15.334;;;;;;;;;;;;;;;;87.689;;;;;;;;;;;;;;;20.283;20.283;1.049;16.552;2.682;;;;;;;;;;;;;;;;;;;97.584;97.584;;;;;;;;;;;;;;;24.040;;;;;24.040;;;;14.659;0;11;9.370;;;;;;;;;;;;;;;;;;;;6.345;;;;;;;;;;6.345;;;;;6.345;;;;;;;;;;;;;;;;;;;255.311;45.242;45.242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;140.267;;;;;140.267;;;0;3.469;136.657;0;141;;;;;;;;;;;;;44.303;44.303;;;;;25.499;;;;;;;;;;;25.499;;;;;25.499;;;;;;;;;;;;;;;;;;;;;;;;;;60.836;112.957;;;;;267;;;;;;;;;;;;;;46.872;;;;;;;;;;;;;;;;;;;;;;;;-99.699;429;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;13773;PORTOBELLO
valores;1.592.521;178.126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.747;14.747;10.924;3.823;;;;;;;;;;;;;;;;;;;;120.490;120.490;120.490;;;;;;;;;;;;;;27.932;;;;;27.932;0;;;3.052;24.880;0;;;;;;;;;;;;;;;;;;;;;14.957;14.957;;14.957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;746.075;718.352;718.352;718.352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.342;3.342;3.342;;;;24.381;;;;;;;;;;;24.381;;;;24.381;;;;;;;;;;;;;;;;;;;;;;;;;;;668.320;473.912;473.912;;;;-1.691;;;;;-3.892;;2.201;;;;;;;;;;196.099;22.222;;;173.877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;13781;SAO CARLOS
valores;9.337.766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.778;28.778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.845.398;3.613.646;;;;;2.015.335;;;;;;;;;;;;;;928.284;;;1.288.133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;196.908;196.908;;;29.488;29.488;;;91.946;;;;;;;;;;;;;1.145.248;446.000;;;;;;;57.917;;;;;;29.751;4.255;14.764;9.147;;538.600;64.692;439.464;;34.444;;;;;;;;-2.318;;;;;;-2.218;;;;;;107.267;2010;1384;ALFA INVEST
